State Agency ID [District] 2017-18,Agency Name,State Name [District] Latest available year,Total Number of Public Schools [Public School] 2017-18,Total Number Operational Charter Schools [Public School] 2017-18,Total Number Operational Schools [Public School] 2017-18,County Name [District] 2017-18,County Number [District] 2017-18,Agency ID - NCES Assigned [District] Latest available year,Lowest Grade Offered [District] 2017-18,Highest Grade Offered [District] 2017-18,Fall Membership (V33) [District Finance] 2017-18,Total General Revenue (TOTALREV) [District Finance] 2017-18,Total Revenue - Local Sources (TLOCREV) [District Finance] 2017-18,Total Revenue - State Sources (TSTREV) [District Finance] 2017-18,Total Revenue - Federal Sources (TFEDREV) [District Finance] 2017-18,Total Current Expenditures - El-Sec Education (TCURELSC) [District Finance] 2017-18,Total Current Expenditures - Instruction (TCURINST) [District Finance] 2017-18,Total Current Expenditures - Support Services (TCURSSVC) [District Finance] 2017-18,Total Current Expenditures - Other El-Sec Programs (TCUROTH) [District Finance] 2017-18,Total Current Expenditures - Salary (Z32) [District Finance] 2017-18,Total Current Expenditures - Benefits (Z34) [District Finance] 2017-18,Total Expenditures (TOTALEXP) [District Finance] 2017-18,Total Expenditures - Capital Outlay (TCAPOUT) [District Finance] 2017-18,Total Current Expenditures - Non El-Sec Programs (TNONELSE) [District Finance] 2017-18,Total Revenue (TOTALREV) per Pupil (V33) [District Finance] 2017-18,Total Revenue - Local Sources (TLOCREV) per Pupil (V33) [District Finance] 2017-18,Total Revenue - State Sources (TSTREV) per Pupil (V33) [District Finance] 2017-18,Total Revenue - Federal Sources (TFEDREV) per Pupil (V33) [District Finance] 2017-18,Total Current Expenditures - Instruction (TCURINST) per Pupil (V33) [District Finance] 2017-18,Total Current Expenditures - Support Services (TCURSSVC) per Pupil (V33) [District Finance] 2017-18,Total Current Expenditures - Other El-Sec Programs (TCUROTH) per Pupil (V33) [District Finance] 2017-18,Total Current Expenditures - Salary (Z32) per Pupil (V33) [District Finance] 2017-18,Total Current Expenditures - Benefits (Z34) per Pupil (V33) [District Finance] 2017-18,Total Expenditures (TOTALEXP) per Pupil (V33) [District Finance] 2017-18,Total Expenditures - Capital Outlay (TCAPOUT) per Pupil (V33) [District Finance] 2017-18,Total Current Expenditures - Non El-Sec Programs (TNONELSE) per Pupil (V33) [District Finance] 2017-18,Total Current Expenditures (TCURELSC) per Pupil (V33) [District Finance] 2017-18,Instructional Expenditures (E13) per Pupil (V33) [District Finance] 2017-18,Total Current Expenditures - Benefits (Z34) as Percentage of Curr El-Sec (TCURELSC) [District Finance] 2017-18,Total Current Expenditures - Instruction (TCURINST) as Percentage of Curr El-SEC (TCURELSC) [District Finance] 2017-18,Total Current Expenditures - Other El-Sec Prog (TCUROTH) as Percentage of Curr El-Sec (TCURELSC) [District Finance] 2017-18,Total Current Expenditures - Salary (Z32) as Percentage of Curr El-Sec (TCURELSC) [District Finance] 2017-18,Total Current Expenditures - Support Services (TCURSSVC) as Percentage of Curr El-Sec (TCURELSC) [District Finance] 2017-18,Total Revenue - Federal Sources (TFEDREV) as Percentage of Total Revenue (TOTALREV) [District Finance] 2017-18,Total Revenue - Local Sources (TLOCREV) as Percentage of Total Revenue (TOTALREV) [District Finance] 2017-18,Total Revenue - State Sources (TSTREV) as Percentage of Total Revenue (TOTALREV) [District Finance] 2017-18,Long Term Debt - Issued During FY (_21F) [District Finance] 2017-18,Long Term Debt - Outstanding Beginning of FY (_19H) [District Finance] 2017-18,Long Term Debt - Retired During FY (_31F) [District Finance] 2017-18,Long Term Debt - Outstanding at End of FY (_41F) [District Finance] 2017-18,Short Term Debt - Outstanding Beginning of FY (_61V) [District Finance] 2017-18,Short Term Debt - Outstanding at End of FY (_66V) [District Finance] 2017-18,Debt Service Funds (W01) [District Finance] 2017-18,Bond Funds (W31) [District Finance] 2017-18,Other Funds (W61) [District Finance] 2017-18,Local Rev. - Property Taxes (T06) [District Finance] 2017-18,Local Rev. - General Sales Taxes (T09) [District Finance] 2017-18,Local Rev. - Public Utility Taxes (T15) [District Finance] 2017-18,Local Rev. - Individual & Corp. Income Taxes (T40) [District Finance] 2017-18,Local Rev. - All Other Taxes (T99) [District Finance] 2017-18,Local Rev. - Parent Government Contributions (T02) [District Finance] 2017-18,Local Rev. - Revenue- Cities and Counties (D23) [District Finance] 2017-18,Local Rev. - Revenue- Other School Systems (D11) [District Finance] 2017-18,Local Rev. - Tuition Fees- Pupils and Parents (A07) [District Finance] 2017-18,Local Rev. - Transp. Fees- Pupils and Parents (A08) [District Finance] 2017-18,Local Rev. - School Lunch Revenues (A09) [District Finance] 2017-18,Local Rev. - Textbook Sales and Rentals (A11) [District Finance] 2017-18,Local Rev. - Student Activity Receipts (A13) [District Finance] 2017-18,Local Rev. - Other Sales and Service Rev. (A20) [District Finance] 2017-18,"Local Rev. - Student Fees, Non-Specified (A15) [District Finance] 2017-18",Local Rev. - Interest Earnings (U22) [District Finance] 2017-18,Local Rev. - Miscellaneous Other Local Rev. (U97) [District Finance] 2017-18,Local Rev. - Special Processing (C24) [District Finance] 2017-18,Local Rev. - Rents and Royalties (A40) [District Finance] 2017-18,Local Rev. - Sale of Property (U11) [District Finance] 2017-18,Local Rev. - Fines and Forfeits (U30) [District Finance] 2017-18,Local Rev. - Private Contributions (U50) [District Finance] 2017-18,State Rev. - General Formula Assistance (C01) [District Finance] 2017-18,State Rev. - Special Education Programs (C05) [District Finance] 2017-18,State Rev. - Transportation Programs (C12) [District Finance] 2017-18,State Rev. - Staff Improvement Programs (C04) [District Finance] 2017-18,State Rev. - Compensat. and Basic Skills Prog. (C06) [District Finance] 2017-18,State Rev. - Vocational Education Programs (C09) [District Finance] 2017-18,State Rev. - Capital Outlay and Debt Serv. Prog. (C11) [District Finance] 2017-18,State Rev. - Bilingual Education Programs (C07) [District Finance] 2017-18,State Rev. - School Lunch Programs (C10) [District Finance] 2017-18,State Rev. - Gifted and Talented Programs (C08) [District Finance] 2017-18,State Rev. - All Other Rev.- State Sources (C13) [District Finance] 2017-18,State Rev. - State Payment for LEA Empl. Benefits (C38) [District Finance] 2017-18,State Rev. - Other State Payments (C39) [District Finance] 2017-18,State Rev. - Non-Specified (C35) [District Finance] 2017-18,Federal Rev. - Federal Title I Revenue (C14) [District Finance] 2017-18,Federal Rev. - Children with Disabilities (C15) [District Finance] 2017-18,Federal Rev. - Child Nutrition Act (C25) [District Finance] 2017-18,Federal Rev. - Eisenhower Math and Science (C16) [District Finance] 2017-18,Federal Rev. - Drug-Free Schools (C17) [District Finance] 2017-18,Federal Rev. - Vocational Education (C19) [District Finance] 2017-18,Federal Rev. - All Other Fed. Aid Through State (C20) [District Finance] 2017-18,Federal Rev. - Nonspecified (C36) [District Finance] 2017-18,Federal Rev. - Impact Aid (PL 815 and 874) (B10) [District Finance] 2017-18,Federal Rev. - Bilingual Education (B11) [District Finance] 2017-18,Federal Rev. - Native American (Ind.) Educ. (B12) [District Finance] 2017-18,Federal Rev. - All Other Federal Aid (B13) [District Finance] 2017-18,Enterprise Operations - Non Instructional (V60) [District Finance] 2017-18,Food Services - Non Instuctional (E11) [District Finance] 2017-18,Instruction Expenditures - Total (E13) [District Finance] 2017-18,Non-Specified - Supp. Serv. Exp. (V85) [District Finance] 2017-18,Other Non Instructional (V65) [District Finance] 2017-18,Total - Gen. Admin.- Supp. Serv. Exp. (E08) [District Finance] 2017-18,Total - Instruct. Staff- Supp. Serv. Exp. (E07) [District Finance] 2017-18,Total - Ops. & Mainten.- Supp. Serv. Exp. (V40) [District Finance] 2017-18,Total - Other Supp. Serv.- Supp. Serv. Exp. (V90) [District Finance] 2017-18,Total - School Admin.- Supp. Serv. Exp. (E09) [District Finance] 2017-18,Total - Student Transp.- Supp. Serv. Exp. (V45) [District Finance] 2017-18,Total - Students- Supp. Serv. Exp. (E17) [District Finance] 2017-18,Salary - Instruction Expenditures (Z33) [District Finance] 2017-18,Salary - Students- Supp. Serv. Exp. (V11) [District Finance] 2017-18,Salary - Instruct. Staff- Supp. Serv. Exp. (V13) [District Finance] 2017-18,Salary - General Admin.- Supp. Serv. Exp. (V15) [District Finance] 2017-18,Salary - School Admin.- Supp. Serv. Exp. (V17) [District Finance] 2017-18,Salary - Ops. & Mainten.- Supp. Serv. Exp. (V21) [District Finance] 2017-18,Salary - Student Transp.- Supp. Serv. Exp. (V23) [District Finance] 2017-18,Salary - Other Supp. Serv.- Supp. Serv. Exp. (V37) [District Finance] 2017-18,Salary - Food Services- Non-Instruction (V29) [District Finance] 2017-18,Employee Benefits - Instruction Expend. (V10) [District Finance] 2017-18,Empl. Benefits - Students- Supp. Serv. Exp. (V12) [District Finance] 2017-18,Empl. Benefits - Instruction- Supp. Serv. Exp. (V14) [District Finance] 2017-18,Empl. Benefits - Gen. Adm.- Supp. Serv. Exp. (V16) [District Finance] 2017-18,Empl. Benefits - Sch. Adm.- Supp. Serv. Exp. (V18) [District Finance] 2017-18,Empl. Benefits - Ops. & Maint.- Supp. Serv. Exp. (V22) [District Finance] 2017-18,Empl. Benefits - Student Trans.- Supp. Serv. Exp. (V24) [District Finance] 2017-18,Empl. Benefits - Other Supp Serv- Supp. Serv. Exp. (V38) [District Finance] 2017-18,Empl. Benefits - Food Services- Non-Instruction (V30) [District Finance] 2017-18,Empl. Benefits - Enterp. Oper.- Non-Instruction (V32) [District Finance] 2017-18,Current Spending - Private Schools (V91) [District Finance] 2017-18,Current Spending - Public Charter Schools (V92) [District Finance] 2017-18,Teacher Salaries - Regular Education Programs (Z35) [District Finance] 2017-18,Teacher Salaries - Special Education Programs (Z36) [District Finance] 2017-18,Teacher Salaries - Vocational Education Programs (Z37) [District Finance] 2017-18,Teacher Salaries - Other Education Programs (Z38) [District Finance] 2017-18,Textbooks for Instruction (V93) [District Finance] 2017-18,Payments to Other School Systems (Q11) [District Finance] 2017-18,Interest on School System Indebtedness (I86) [District Finance] 2017-18,Payments to State Governments (L12) [District Finance] 2017-18,Payments to Local Governments (M12) [District Finance] 2017-18,Land & Existing Structures - Capital Outlay (G15) [District Finance] 2017-18,Non-specified - Equipment Expenditures (K11) [District Finance] 2017-18,Instructional Equipment - Capital Outlay (K09) [District Finance] 2017-18,Construction - Capital Outlay (F12) [District Finance] 2017-18,Other Equipment - Capital Outlay (K10) [District Finance] 2017-18,Other Expenditures - Non El-Sec (V80) [District Finance] 2017-18,Adult Education - Non El-Sec (V75) [District Finance] 2017-18,Community Services - Non El-Sec (V70) [District Finance] 2017-18
633,COBB COUNTY,Georgia,110,2,110,Cobb County,13067,1301290,Prekindergarten,12th Grade,112084,1345318000,717325000,544321000,83672000,1162122000,766627000,341274000,54221000,733917000,295409000,1307921000,137472000,6571000,12003,6400,4856,747,6840,3045,484,6548,2636,11669,1227,59,10368,6840,25.4,66,4.7,63.2,29.4,6.2,53.3,40.5,0,0,0,0,0,40250000,0,146320000,193717000,453403000,152114000,0,0,0,NA,34992000,0,10896000,0,18737000,0,32032000,28000,0,4994000,9626000,0,43000,323000,0,137000,209347000,105760000,5212000,2736000,108312000,14449000,36000,21769000,1359000,59992000,13501000,1848000,0,0,21741000,21056000,28976000,1998000,0,754000,3040000,666000,0,1171000,0,4270000,0,54221000,766627000,0,0,12909000,47002000,71203000,28154000,76044000,53132000,52830000,504677000,40800000,30004000,6654000,54372000,29564000,30708000,14085000,18289000,208484000,8401000,11205000,2065000,21144000,12854000,14027000,5168000,10260000,0,221000,1535000,328696000,88625000,10300000,36232000,7888000,0,0,0,0,4803000,0,1077000,120021000,11571000,0,1114000,5457000
634,COFFEE COUNTY,Georgia,12,0,12,Coffee County,13069,1301350,Prekindergarten,12th Grade,7713,86466000,23433000,52246000,10787000,78914000,47223000,26335000,5356000,44402000,19684000,87685000,8288000,0,11210,3038,6774,1399,6123,3414,694,5757,2552,11368,1075,0,10231,6123,24.9,59.8,6.8,56.3,33.4,12.5,27.1,60.4,0,11345000,2645000,8700000,0,0,0,12598000,14954000,13306000,5904000,0,0,0,NA,1602000,0,0,0,292000,0,1441000,304000,0,32000,542000,0,2000,8000,0,0,31111000,4638000,874000,159000,8544000,1507000,323000,942000,127000,1264000,2627000,130000,0,0,3331000,1678000,4214000,335000,0,82000,1032000,0,0,61000,0,54000,0,5356000,47223000,0,0,966000,5235000,4931000,1448000,3823000,4207000,5725000,29775000,3589000,3324000,524000,2640000,781000,1855000,517000,1397000,13548000,1114000,1307000,172000,1137000,374000,941000,191000,900000,0,0,0,19464000,3785000,987000,2664000,535000,10000,473000,0,0,125000,0,52000,6969000,1142000,0,0,0
635,COLQUITT COUNTY,Georgia,14,0,14,Colquitt County,13071,1301380,Prekindergarten,12th Grade,9642,106218000,23903000,69762000,12553000,99348000,60383000,31383000,7582000,58151000,22613000,109701000,9723000,0,11016,2479,7235,1302,6262,3255,786,6031,2345,11377,1008,0,10304,6262,22.8,60.8,7.6,58.5,31.6,11.8,22.5,65.7,11354000,20071000,5045000,26380000,0,0,2203000,1000,9515000,9281000,10761000,0,0,0,NA,1149000,0,0,0,212000,0,1545000,85000,0,78000,776000,0,5000,6000,0,5000,46884000,8218000,958000,202000,702000,2138000,0,2245000,162000,4584000,3450000,219000,0,0,4203000,1816000,5720000,285000,0,110000,188000,0,0,158000,0,73000,675000,6907000,60383000,0,0,1312000,4074000,8380000,1371000,5224000,3841000,7181000,40488000,4937000,2626000,852000,3673000,1695000,1498000,503000,1855000,16208000,1238000,855000,235000,1224000,807000,814000,195000,1037000,1000,0,0,22984000,4988000,1690000,5177000,0,0,630000,0,0,0,0,9000,9334000,380000,0,0,0
636,COLUMBIA COUNTY,Georgia,31,0,31,Columbia County,13073,1301410,Prekindergarten,12th Grade,27117,279308000,128534000,136223000,14551000,255093000,162343000,75823000,16927000,156333000,61264000,286271000,29601000,0,10300,4740,5024,537,5987,2796,624,5765,2259,10557,1092,0,9407,5987,24,63.6,6.6,61.3,29.7,5.2,46,48.8,0,59700000,4700000,55000000,0,0,29000,21608000,44614000,82661000,23993000,0,0,0,NA,7263000,0,76000,0,5021000,0,8117000,0,0,1002000,401000,0,0,0,0,0,75018000,16756000,1646000,609000,19100000,4253000,2296000,769000,290000,12350000,2628000,508000,0,0,2424000,4195000,5154000,446000,0,164000,115000,0,694000,61000,0,1298000,5212000,11715000,162343000,0,0,699000,13721000,17694000,4262000,17458000,12197000,9792000,108657000,7916000,8769000,364000,10892000,6071000,6937000,1829000,3806000,44087000,1375000,3064000,99000,4070000,2672000,2911000,633000,2259000,93000,0,0,76005000,11933000,2405000,10273000,2639000,207000,1370000,0,0,124000,0,205000,26446000,2826000,0,0,0
771,COMMERCE CITY,Georgia,4,0,4,Jackson County,13157,1301440,Prekindergarten,12th Grade,1640,18873000,6314000,11148000,1411000,17108000,11007000,4637000,1464000,9302000,4067000,19220000,1603000,0,11508,3850,6798,860,6712,2827,893,5672,2480,11720,977,0,10432,6712,23.8,64.3,8.6,54.4,27.1,7.5,33.5,59.1,1526000,13645000,185000,14986000,0,0,522000,1810000,3277000,3643000,1534000,0,0,0,NA,279000,0,0,0,277000,0,444000,0,0,42000,95000,0,0,0,0,0,6757000,1462000,80000,36000,1515000,314000,0,180000,25000,376000,370000,33000,0,0,331000,327000,639000,55000,0,14000,37000,0,0,8000,0,0,343000,1121000,11007000,0,0,534000,600000,1177000,185000,1176000,370000,595000,6801000,456000,343000,266000,802000,65000,115000,111000,343000,2996000,90000,147000,110000,349000,20000,96000,68000,191000,0,0,0,4035000,942000,258000,1037000,17000,0,509000,0,0,0,0,0,1528000,75000,0,0,0
7830410,COMMISSION CHARTER SCHOOLS- ATLANTA HEIGHTS CHARTER SCHOOL,Georgia,1,1,1,Fulton County,13121,1300221,Kindergarten,8th Grade,749,7463000,236000,6149000,1078000,7464000,3306000,3757000,401000,2743000,1191000,7464000,0,0,9964,315,8210,1439,4414,5016,535,3662,1590,9965,0,0,9965,4414,16,44.3,5.4,36.7,50.3,14.4,3.2,82.4,0,0,0,0,0,0,0,0,2300000,NA,NA,NA,NA,NA,NA,0,0,0,0,6000,0,0,0,0,0,30000,0,0,0,0,200000,6149000,0,0,0,0,0,0,0,0,0,0,0,0,0,554000,0,398000,0,0,0,0,0,0,0,0,126000,0,401000,3306000,0,0,153000,110000,1621000,766000,647000,3000,457000,2018000,199000,48000,0,445000,0,0,33000,0,889000,102000,20000,0,174000,0,0,6000,0,0,0,0,2018000,0,0,0,48000,0,0,0,0,0,0,0,0,0,0,0,0
7830613,COMMISSION CHARTER SCHOOLS- BROOKHAVEN INNOVATION ACADEMY,GEORGIA,1,1,1,Gwinnett County,13135,1300242,Kindergarten,7th Grade,480,4842000,786000,3945000,111000,3846000,2418000,1389000,39000,2032000,538000,4450000,544000,0,10088,1638,8219,231,5038,2894,81,4233,1121,9271,1133,0,8013,5038,14,62.9,1,52.8,36.1,2.3,16.2,81.5,0,0,0,0,42000,0,0,0,239000,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,670000,1000,0,0,115000,0,0,0,0,0,3844000,27000,0,10000,11000,0,0,53000,0,0,0,0,0,0,42000,54000,0,5000,0,0,10000,0,0,0,0,0,0,39000,2418000,0,0,0,93000,577000,0,647000,7000,65000,1713000,0,16000,0,302000,0,0,0,0,468000,0,0,0,71000,0,0,0,0,0,0,0,1303000,182000,0,51000,14000,0,60000,0,0,441000,0,96000,7000,0,0,0,0
7830103,COMMISSION CHARTER SCHOOLS- CCAT SCHOOL,Georgia,1,1,1,Bulloch County,13031,1300005,6th Grade,12th Grade,160,1554000,47000,1469000,38000,1595000,1089000,506000,0,919000,319000,1595000,0,0,9713,294,9181,238,6806,3163,0,5744,1994,9969,0,0,9969,6806,20,68.3,0,57.6,31.7,2.4,3,94.5,0,0,0,0,0,50000,0,0,147000,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,5000,0,0,0,42000,0,0,0,0,0,1286000,98000,0,3000,30000,35000,0,0,0,15000,2000,0,0,0,38000,0,0,0,0,0,0,0,0,0,0,0,0,0,1089000,0,0,18000,7000,178000,14000,269000,0,20000,703000,19000,1000,0,172000,24000,0,0,0,241000,0,0,0,78000,0,0,0,0,0,0,0,527000,104000,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0
7830611,COMMISSION CHARTER SCHOOLS- CIRRUS CHARTER ACADEMY,GEORGIA,1,1,1,Bibb County,13021,1300239,Kindergarten,8th Grade,438,4418000,65000,3575000,778000,4388000,1510000,2578000,300000,1800000,392000,4409000,21000,0,10087,148,8162,1776,3447,5886,685,4110,895,10066,48,0,10018,3447,8.9,34.4,6.8,41,58.8,17.6,1.5,80.9,0,0,0,0,0,0,0,0,271000,NA,NA,NA,NA,NA,NA,0,0,0,0,5000,0,52000,0,0,8000,0,0,0,0,0,0,3472000,103000,0,0,0,0,0,0,0,0,0,0,0,0,205000,117000,0,20000,0,0,436000,0,0,0,0,0,0,300000,1510000,0,0,0,103000,1230000,397000,692000,10000,146000,1080000,62000,57000,0,445000,0,0,121000,35000,359000,7000,11000,0,14000,0,0,0,2000,0,0,0,796000,163000,0,0,1000,0,0,0,0,0,0,15000,0,6000,0,0,0
7830610,COMMISSION CHARTER SCHOOLS- COWETA CHARTER ACADEMY,Georgia,1,1,1,Coweta County,13077,1300222,Kindergarten,8th Grade,724,6581000,268000,6097000,216000,5533000,3212000,2176000,145000,2739000,992000,6699000,105000,53000,9090,370,8421,298,4436,3006,200,3783,1370,9253,145,73,7642,4436,17.9,58.1,2.6,49.5,39.3,3.3,4.1,92.6,0,0,0,0,0,0,0,0,1973000,NA,NA,NA,NA,NA,NA,0,0,0,0,54000,0,1000,75000,0,12000,126000,0,0,0,0,0,5630000,352000,0,16000,11000,0,0,0,0,88000,0,0,0,0,44000,89000,61000,16000,0,0,6000,0,0,0,0,0,0,145000,3212000,0,0,101000,205000,704000,317000,389000,323000,137000,2179000,100000,107000,0,282000,0,0,0,31000,822000,36000,26000,0,93000,0,0,0,5000,0,0,0,2026000,100000,0,54000,0,0,1008000,0,0,0,0,105000,0,0,0,0,53000
7830310,COMMISSION CHARTER SCHOOLS- FULTON LEADERSHIP ACADEMY,Georgia,1,1,1,Fulton County,13121,1300217,6th Grade,12th Grade,354,4407000,221000,3923000,263000,4510000,1565000,2723000,222000,2116000,457000,4510000,0,0,12449,624,11082,743,4421,7692,627,5977,1291,12740,0,0,12740,4421,10.1,34.7,4.9,46.9,60.4,6,5,89,0,0,0,0,0,0,0,0,164000,NA,NA,NA,NA,NA,NA,0,0,0,15000,61000,0,130000,0,0,0,2000,0,13000,0,0,0,3130000,413000,0,8000,107000,26000,0,0,0,227000,12000,0,0,0,89000,36000,135000,3000,0,0,0,0,0,0,0,0,0,222000,1565000,0,0,0,201000,1243000,286000,624000,158000,211000,1251000,80000,150000,0,394000,86000,0,87000,67000,257000,14000,39000,0,97000,4000,0,33000,11000,0,0,0,539000,220000,0,161000,0,0,0,0,0,0,0,0,0,0,0,0,0
7830110,COMMISSION CHARTER SCHOOLS- IVY PREPARATORY ACADEMY SCHOOL,Georgia,1,1,1,Gwinnett County,13135,1300215,6th Grade,8th Grade,106,1468000,58000,1324000,86000,1832000,484000,1272000,76000,921000,167000,1839000,0,7000,13849,547,12491,811,4566,12000,717,8689,1575,17349,0,66,17283,4566,9.1,26.4,4.1,50.3,69.4,5.9,4,90.2,0,0,0,0,0,0,0,0,168000,NA,NA,NA,NA,NA,NA,0,0,2000,0,2000,0,39000,0,0,0,15000,0,0,0,0,0,1304000,0,0,0,0,0,0,0,20000,0,0,0,0,0,59000,25000,0,2000,0,0,0,0,0,0,0,0,0,76000,484000,0,0,53000,36000,452000,93000,531000,5000,102000,341000,51000,18000,0,352000,77000,0,51000,24000,90000,8000,0,0,65000,0,0,0,4000,0,0,0,322000,17000,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,7000
7830614,COMMISSION CHARTER SCHOOLS- LIBERTY TECH CHARTER ACADEMY,GEORGIA,1,1,1,Fayette County,13113,1300241,Kindergarten,8th Grade,415,3424000,30000,3268000,126000,3270000,2472000,748000,50000,1890000,697000,3270000,0,0,8251,72,7875,304,5957,1802,120,4554,1680,7880,0,0,7880,5957,21.3,75.6,1.5,57.8,22.9,3.7,0.9,95.4,0,0,0,0,0,0,0,0,593000,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,9000,0,0,0,2000,0,0,0,0,19000,1370000,91000,0,8000,14000,0,0,0,0,63000,1722000,0,0,0,0,57000,0,3000,0,0,66000,0,0,0,0,0,0,50000,2472000,0,0,4000,50000,251000,104000,178000,1000,160000,1509000,88000,42000,0,167000,12000,0,54000,18000,679000,8000,1000,0,3000,0,0,6000,1000,0,0,0,1228000,148000,0,63000,26000,0,0,0,0,0,0,0,0,0,0,0,0
7830210,COMMISSION CHARTER SCHOOLS- PATAULA CHARTER ACADEMY,Georgia,1,1,1,Calhoun County,13037,1300218,Kindergarten,12th Grade,555,10890000,813000,4958000,5119000,5874000,3794000,1790000,290000,2984000,1103000,9595000,3508000,0,19622,1465,8933,9223,6836,3225,523,5377,1987,17288,6321,0,10584,6836,18.8,64.6,4.9,50.8,30.5,47,7.5,45.5,0,0,0,0,0,0,0,0,2754000,NA,NA,NA,NA,NA,NA,0,0,0,0,62000,0,301000,0,0,8000,442000,0,0,0,0,0,4761000,0,0,0,0,0,0,0,0,0,197000,0,0,0,215000,76000,188000,19000,0,0,10000,44000,0,0,0,4567000,0,290000,3794000,0,0,7000,162000,415000,1000,983000,185000,37000,2148000,0,111000,0,472000,76000,108000,1000,68000,836000,0,27000,0,124000,39000,29000,0,47000,0,0,0,1805000,159000,0,0,0,0,213000,0,0,0,0,25000,3077000,406000,0,0,0
7830612,COMMISSION CHARTER SCHOOLS- SOUTHWEST GEORGIA S.T.E.M. CHART,GEORGIA,1,1,1,Randolph County,13243,1300243,Prekindergarten,7th Grade,203,2138000,129000,1846000,163000,2286000,1308000,779000,199000,1170000,480000,2342000,56000,0,10532,635,9094,803,6443,3837,980,5764,2365,11537,276,0,11261,6443,21,57.2,8.7,51.2,34.1,7.6,6,86.3,0,0,0,0,8000,387000,0,0,467000,NA,NA,NA,NA,NA,NA,0,0,0,0,20000,0,80000,0,0,0,4000,0,0,0,0,25000,1204000,111000,0,6000,433000,0,0,0,0,0,92000,0,0,0,50000,25000,81000,0,0,0,7000,0,0,0,0,0,20000,179000,1308000,0,0,6000,4000,153000,123000,429000,64000,0,781000,0,0,2000,283000,12000,28000,19000,46000,366000,0,0,0,78000,2000,7000,3000,24000,0,0,0,633000,38000,0,0,14000,0,0,0,0,0,0,0,52000,4000,0,0,0
637,COOK COUNTY,Georgia,4,0,4,Cook County,13075,1301470,Prekindergarten,12th Grade,3209,34033000,9578000,20810000,3645000,30288000,18711000,9936000,1641000,18405000,6623000,30693000,207000,0,10605,2985,6485,1136,5831,3096,511,5735,2064,9565,65,0,9438,5831,21.9,61.8,5.4,60.8,32.8,10.7,28.1,61.1,0,4225000,2070000,2155000,0,0,88000,1812000,3823000,5745000,2232000,0,0,0,NA,609000,0,1000,0,78000,0,385000,0,0,59000,469000,0,0,0,0,0,12433000,2727000,376000,66000,2169000,540000,0,187000,43000,755000,1429000,85000,0,0,1304000,656000,1449000,107000,0,43000,74000,0,0,12000,0,0,98000,1543000,18711000,0,0,1156000,817000,2782000,331000,1624000,1601000,1625000,12805000,1068000,523000,524000,1097000,1019000,698000,240000,432000,4681000,181000,139000,171000,402000,419000,302000,67000,262000,0,0,0,7990000,1852000,692000,1030000,76000,0,198000,0,0,0,0,0,0,207000,0,0,0
638,COWETA COUNTY,Georgia,28,0,28,Coweta County,13077,1301500,Prekindergarten,12th Grade,22810,250092000,121560000,114267000,14265000,223008000,142460000,69536000,11012000,139149000,56422000,243387000,18653000,1434000,10964,5329,5010,625,6246,3048,483,6100,2474,10670,818,63,9777,6246,25.3,63.9,4.9,62.4,31.2,5.7,48.6,45.7,0,0,0,0,0,0,0,51291000,45222000,80538000,25156000,0,0,0,NA,6652000,0,0,0,2279000,0,3329000,1280000,0,1172000,1142000,0,0,12000,0,0,73873000,16976000,1755000,414000,5272000,3097000,2102000,758000,256000,6277000,2958000,529000,0,0,4090000,3592000,5362000,631000,0,147000,146000,0,0,76000,0,221000,965000,10047000,142460000,0,0,931000,7647000,16921000,4490000,15990000,11657000,11900000,95418000,9226000,5285000,299000,10844000,6222000,6178000,1599000,3123000,40145000,2182000,1820000,114000,4113000,2427000,2806000,640000,1808000,0,8000,0,69993000,12153000,1209000,4976000,89000,284000,0,0,0,3292000,0,62000,14350000,949000,0,0,1434000
639,CRAWFORD COUNTY,Georgia,3,0,3,Crawford County,13079,1301530,Prekindergarten,12th Grade,1705,18049000,5614000,10233000,2202000,17800000,10596000,5711000,1493000,10320000,4479000,17868000,68000,0,10586,3293,6002,1291,6215,3350,876,6053,2627,10480,40,0,10440,6215,25.2,59.5,8.4,58,32.1,12.2,31.1,56.7,0,0,0,0,0,0,0,1534000,4152000,3927000,564000,0,0,0,NA,698000,0,0,0,61000,0,247000,0,0,0,103000,0,0,14000,0,0,6590000,1478000,337000,33000,634000,346000,0,17000,31000,347000,372000,48000,0,0,483000,416000,1156000,65000,0,13000,44000,0,0,1000,0,24000,0,1493000,10596000,0,0,694000,752000,1177000,178000,1217000,875000,818000,6748000,506000,430000,435000,845000,347000,381000,104000,523000,2897000,168000,155000,178000,360000,140000,256000,36000,287000,0,0,0,4281000,1066000,371000,230000,109000,0,0,0,0,11000,0,0,0,57000,0,0,0
