,school code,agency name,total operational schools,county name,highest grade taught,fall population,state revenue - lunch,expenditure - food,expenditure - textbooks,state revenue - transport,sat - district name,sat - test component,sat - state average,sat - district average,sat - score bracket,act - district name,act - state average,act - district average,act - score bracket
134,644,DEKALB COUNTY,132,DeKalb County,12th Grade,100144.0,1350000,60379000,4291000,4632000,DeKalb County,Combined Test Score,1052,1004.0,Average,DeKalb County,21.0,19.9,Average
135,644,DEKALB COUNTY,132,DeKalb County,12th Grade,100144.0,1350000,60379000,4291000,4632000,DeKalb County,Combined Test Score,1052,1004.0,Average,DeKalb County,21.0,19.9,Average
136,644,DEKALB COUNTY,132,DeKalb County,12th Grade,100144.0,1350000,60379000,4291000,4632000,DeKalb County,Combined Test Score,1052,1004.0,Average,DeKalb County,21.0,19.9,Average
137,644,DEKALB COUNTY,132,DeKalb County,12th Grade,100144.0,1350000,60379000,4291000,4632000,DeKalb County,Combined Test Score,1052,1004.0,Average,DeKalb County,21.0,19.9,Average
138,644,DEKALB COUNTY,132,DeKalb County,12th Grade,100144.0,1350000,60379000,4291000,4632000,DeKalb County,Combined Test Score,1052,1004.0,Average,DeKalb County,21.0,19.9,Average
139,644,DEKALB COUNTY,132,DeKalb County,12th Grade,100144.0,1350000,60379000,4291000,4632000,DeKalb County,Combined Test Score,1052,1004.0,Average,DeKalb County,21.0,19.9,Average
140,644,DEKALB COUNTY,132,DeKalb County,12th Grade,100144.0,1350000,60379000,4291000,4632000,DeKalb County,Combined Test Score,1052,1004.0,Average,DeKalb County,21.0,19.9,Average
141,644,DEKALB COUNTY,132,DeKalb County,12th Grade,100144.0,1350000,60379000,4291000,4632000,DeKalb County,Combined Test Score,1052,1004.0,Average,DeKalb County,21.0,19.9,Average
142,644,DEKALB COUNTY,132,DeKalb County,12th Grade,100144.0,1350000,60379000,4291000,4632000,DeKalb County,Combined Test Score,1052,1004.0,Average,DeKalb County,21.0,19.9,Average
143,644,DEKALB COUNTY,132,DeKalb County,12th Grade,100144.0,1350000,60379000,4291000,4632000,DeKalb County,Combined Test Score,1052,1004.0,Average,DeKalb County,21.0,19.9,Average
144,644,DEKALB COUNTY,132,DeKalb County,12th Grade,100144.0,1350000,60379000,4291000,4632000,DeKalb County,Combined Test Score,1052,1004.0,Average,DeKalb County,21.0,19.9,Average
146,644,DEKALB COUNTY,132,DeKalb County,12th Grade,100144.0,1350000,60379000,4291000,4632000,DeKalb County,Combined Test Score,1052,1004.0,Average,DeKalb County,21.0,19.9,Average
147,644,DEKALB COUNTY,132,DeKalb County,12th Grade,100144.0,1350000,60379000,4291000,4632000,DeKalb County,Combined Test Score,1052,1004.0,Average,DeKalb County,21.0,19.9,Average
148,644,DEKALB COUNTY,132,DeKalb County,12th Grade,100144.0,1350000,60379000,4291000,4632000,DeKalb County,Combined Test Score,1052,1004.0,Average,DeKalb County,21.0,19.9,Average
149,644,DEKALB COUNTY,132,DeKalb County,12th Grade,100144.0,1350000,60379000,4291000,4632000,DeKalb County,Combined Test Score,1052,1004.0,Average,DeKalb County,21.0,19.9,Average
150,644,DEKALB COUNTY,132,DeKalb County,12th Grade,100144.0,1350000,60379000,4291000,4632000,DeKalb County,Combined Test Score,1052,1004.0,Average,DeKalb County,21.0,19.9,Average
151,644,DEKALB COUNTY,132,DeKalb County,12th Grade,100144.0,1350000,60379000,4291000,4632000,DeKalb County,Combined Test Score,1052,1004.0,Average,DeKalb County,21.0,19.9,Average
152,644,DEKALB COUNTY,132,DeKalb County,12th Grade,100144.0,1350000,60379000,4291000,4632000,DeKalb County,Combined Test Score,1052,1004.0,Average,DeKalb County,21.0,19.9,Average
153,644,DEKALB COUNTY,132,DeKalb County,12th Grade,100144.0,1350000,60379000,4291000,4632000,DeKalb County,Combined Test Score,1052,1004.0,Average,DeKalb County,21.0,19.9,Average
154,644,DEKALB COUNTY,132,DeKalb County,12th Grade,100144.0,1350000,60379000,4291000,4632000,DeKalb County,Combined Test Score,1052,1004.0,Average,DeKalb County,21.0,19.9,Average
155,644,DEKALB COUNTY,132,DeKalb County,12th Grade,100144.0,1350000,60379000,4291000,4632000,DeKalb County,Combined Test Score,1052,1004.0,Average,DeKalb County,21.0,19.9,Average
156,645,DODGE COUNTY,5,Dodge County,12th Grade,3171.0,60000,2608000,110000,565000,Dodge County,Combined Test Score,1052,1044.0,Average,Dodge County,21.0,21.4,Average
157,646,DOOLY COUNTY,4,Dooly County,12th Grade,1274.0,25000,1091000,99000,326000,Dooly County,Combined Test Score,1052,965.0,Below Average,Dooly County,21.0,15.5,Below Average
158,647,DOUGHERTY COUNTY,21,Dougherty County,12th Grade,14549.0,279000,10683000,644000,1586000,Dougherty County,Combined Test Score,1052,942.0,Below Average,Dougherty County,21.0,17.5,Below Average
159,647,DOUGHERTY COUNTY,21,Dougherty County,12th Grade,14549.0,279000,10683000,644000,1586000,Dougherty County,Combined Test Score,1052,942.0,Below Average,Dougherty County,21.0,17.5,Below Average
160,647,DOUGHERTY COUNTY,21,Dougherty County,12th Grade,14549.0,279000,10683000,644000,1586000,Dougherty County,Combined Test Score,1052,942.0,Below Average,Dougherty County,21.0,17.5,Below Average
161,647,DOUGHERTY COUNTY,21,Dougherty County,12th Grade,14549.0,279000,10683000,644000,1586000,Dougherty County,Combined Test Score,1052,942.0,Below Average,Dougherty County,21.0,17.5,Below Average
162,648,DOUGLAS COUNTY,35,Douglas County,12th Grade,26441.0,368000,14426000,1904000,1642000,Douglas County,Combined Test Score,1052,1004.0,Average,Douglas County,21.0,19.4,Average
163,648,DOUGLAS COUNTY,35,Douglas County,12th Grade,26441.0,368000,14426000,1904000,1642000,Douglas County,Combined Test Score,1052,1004.0,Average,Douglas County,21.0,19.4,Average
164,648,DOUGLAS COUNTY,35,Douglas County,12th Grade,26441.0,368000,14426000,1904000,1642000,Douglas County,Combined Test Score,1052,1004.0,Average,Douglas County,21.0,19.4,Average
165,648,DOUGLAS COUNTY,35,Douglas County,12th Grade,26441.0,368000,14426000,1904000,1642000,Douglas County,Combined Test Score,1052,1004.0,Average,Douglas County,21.0,19.4,Average
166,648,DOUGLAS COUNTY,35,Douglas County,12th Grade,26441.0,368000,14426000,1904000,1642000,Douglas County,Combined Test Score,1052,1004.0,Average,Douglas County,21.0,19.4,Average
167,774,DUBLIN CITY,5,Laurens County,12th Grade,2381.0,52000,1675000,5000,157000,Dublin City,Combined Test Score,1052,929.0,Below Average,Dublin City,21.0,16.8,Below Average
168,649,EARLY COUNTY,3,Early County,12th Grade,2052.0,37000,1278000,120000,330000,Early County,Combined Test Score,1052,940.0,Below Average,Early County,21.0,18.8,Below Average
169,650,ECHOLS COUNTY,2,Echols County,12th Grade,840.0,13000,594000,23000,139000,Echols County,Combined Test Score,1052,1040.0,Average,Echols County,21.0,19.4,Average
170,651,EFFINGHAM COUNTY,13,Effingham County,12th Grade,12381.0,128000,5725000,875000,1211000,Effingham County,Combined Test Score,1052,1090.0,Average,Effingham County,21.0,21.4,Average
171,651,EFFINGHAM COUNTY,13,Effingham County,12th Grade,12381.0,128000,5725000,875000,1211000,Effingham County,Combined Test Score,1052,1090.0,Average,Effingham County,21.0,21.4,Average
172,652,ELBERT COUNTY,5,Elbert County,12th Grade,3056.0,50000,2294000,27000,601000,Elbert County,Combined Test Score,1052,984.0,Below Average,Elbert County,21.0,18.9,Below Average
173,653,EMANUEL COUNTY,6,Emanuel County,12th Grade,4332.0,75000,3127000,0,611000,Emanuel County,Combined Test Score,1052,946.0,Below Average,Emanuel County,21.0,17.9,Below Average
174,653,EMANUEL COUNTY,6,Emanuel County,12th Grade,4332.0,75000,3127000,0,611000,Emanuel County,Combined Test Score,1052,946.0,Below Average,Emanuel County,21.0,17.9,Below Average
175,654,EVANS COUNTY,4,Evans County,12th Grade,1922.0,34000,1588000,50000,291000,Evans County,Combined Test Score,1052,963.0,Below Average,Evans County,21.0,18.8,Below Average
176,655,FANNIN COUNTY,5,Fannin County,12th Grade,2953.0,38000,1836000,285000,525000,Fannin County,Combined Test Score,1052,1070.0,Average,Fannin County,21.0,21.1,Average
177,656,FAYETTE COUNTY,24,Fayette County,12th Grade,20126.0,179000,7172000,2634000,1396000,Fayette County,Combined Test Score,1052,1150.0,Above Average,Fayette County,21.0,23.7,Above Average
178,656,FAYETTE COUNTY,24,Fayette County,12th Grade,20126.0,179000,7172000,2634000,1396000,Fayette County,Combined Test Score,1052,1150.0,Above Average,Fayette County,21.0,23.7,Above Average
179,656,FAYETTE COUNTY,24,Fayette County,12th Grade,20126.0,179000,7172000,2634000,1396000,Fayette County,Combined Test Score,1052,1150.0,Above Average,Fayette County,21.0,23.7,Above Average
180,656,FAYETTE COUNTY,24,Fayette County,12th Grade,20126.0,179000,7172000,2634000,1396000,Fayette County,Combined Test Score,1052,1150.0,Above Average,Fayette County,21.0,23.7,Above Average
181,656,FAYETTE COUNTY,24,Fayette County,12th Grade,20126.0,179000,7172000,2634000,1396000,Fayette County,Combined Test Score,1052,1150.0,Above Average,Fayette County,21.0,23.7,Above Average
182,657,FLOYD COUNTY,18,Floyd County,12th Grade,9797.0,147000,6490000,67000,1309000,Floyd County,Combined Test Score,1052,1092.0,Average,Floyd County,21.0,21.0,Average
183,657,FLOYD COUNTY,18,Floyd County,12th Grade,9797.0,147000,6490000,67000,1309000,Floyd County,Combined Test Score,1052,1092.0,Average,Floyd County,21.0,21.0,Average
184,657,FLOYD COUNTY,18,Floyd County,12th Grade,9797.0,147000,6490000,67000,1309000,Floyd County,Combined Test Score,1052,1092.0,Average,Floyd County,21.0,21.0,Average
185,657,FLOYD COUNTY,18,Floyd County,12th Grade,9797.0,147000,6490000,67000,1309000,Floyd County,Combined Test Score,1052,1092.0,Average,Floyd County,21.0,21.0,Average
186,658,FORSYTH COUNTY,37,Forsyth County,12th Grade,47732.0,368000,17827000,1714000,1450000,Forsyth County,Combined Test Score,1052,1170.0,Above Average,Forsyth County,21.0,24.6,Above Average
187,658,FORSYTH COUNTY,37,Forsyth County,12th Grade,47732.0,368000,17827000,1714000,1450000,Forsyth County,Combined Test Score,1052,1170.0,Above Average,Forsyth County,21.0,24.6,Above Average
188,658,FORSYTH COUNTY,37,Forsyth County,12th Grade,47732.0,368000,17827000,1714000,1450000,Forsyth County,Combined Test Score,1052,1170.0,Above Average,Forsyth County,21.0,24.6,Above Average
189,658,FORSYTH COUNTY,37,Forsyth County,12th Grade,47732.0,368000,17827000,1714000,1450000,Forsyth County,Combined Test Score,1052,1170.0,Above Average,Forsyth County,21.0,24.6,Above Average
190,658,FORSYTH COUNTY,37,Forsyth County,12th Grade,47732.0,368000,17827000,1714000,1450000,Forsyth County,Combined Test Score,1052,1170.0,Above Average,Forsyth County,21.0,24.6,Above Average
191,658,FORSYTH COUNTY,37,Forsyth County,12th Grade,47732.0,368000,17827000,1714000,1450000,Forsyth County,Combined Test Score,1052,1170.0,Above Average,Forsyth County,21.0,24.6,Above Average
192,658,FORSYTH COUNTY,37,Forsyth County,12th Grade,47732.0,368000,17827000,1714000,1450000,Forsyth County,Combined Test Score,1052,1170.0,Above Average,Forsyth County,21.0,24.6,Above Average
193,659,FRANKLIN COUNTY,6,Franklin County,12th Grade,3696.0,43000,1728000,25000,638000,Franklin County,Combined Test Score,1052,1036.0,Average,Franklin County,21.0,20.2,Average
194,660,FULTON COUNTY,107,Fulton County,12th Grade,95534.0,2551000,42146000,13964000,4901000,Fulton County,Combined Test Score,1052,1090.0,Average,Fulton County,21.0,23.5,Above Average
195,660,FULTON COUNTY,107,Fulton County,12th Grade,95534.0,2551000,42146000,13964000,4901000,Fulton County,Combined Test Score,1052,1090.0,Average,Fulton County,21.0,23.5,Above Average
196,660,FULTON COUNTY,107,Fulton County,12th Grade,95534.0,2551000,42146000,13964000,4901000,Fulton County,Combined Test Score,1052,1090.0,Average,Fulton County,21.0,23.5,Above Average
197,660,FULTON COUNTY,107,Fulton County,12th Grade,95534.0,2551000,42146000,13964000,4901000,Fulton County,Combined Test Score,1052,1090.0,Average,Fulton County,21.0,23.5,Above Average
198,660,FULTON COUNTY,107,Fulton County,12th Grade,95534.0,2551000,42146000,13964000,4901000,Fulton County,Combined Test Score,1052,1090.0,Average,Fulton County,21.0,23.5,Above Average
199,660,FULTON COUNTY,107,Fulton County,12th Grade,95534.0,2551000,42146000,13964000,4901000,Fulton County,Combined Test Score,1052,1090.0,Average,Fulton County,21.0,23.5,Above Average
200,660,FULTON COUNTY,107,Fulton County,12th Grade,95534.0,2551000,42146000,13964000,4901000,Fulton County,Combined Test Score,1052,1090.0,Average,Fulton County,21.0,23.5,Above Average
201,660,FULTON COUNTY,107,Fulton County,12th Grade,95534.0,2551000,42146000,13964000,4901000,Fulton County,Combined Test Score,1052,1090.0,Average,Fulton County,21.0,23.5,Above Average
202,660,FULTON COUNTY,107,Fulton County,12th Grade,95534.0,2551000,42146000,13964000,4901000,Fulton County,Combined Test Score,1052,1090.0,Average,Fulton County,21.0,23.5,Above Average
203,660,FULTON COUNTY,107,Fulton County,12th Grade,95534.0,2551000,42146000,13964000,4901000,Fulton County,Combined Test Score,1052,1090.0,Average,Fulton County,21.0,23.5,Above Average
204,660,FULTON COUNTY,107,Fulton County,12th Grade,95534.0,2551000,42146000,13964000,4901000,Fulton County,Combined Test Score,1052,1090.0,Average,Fulton County,21.0,23.5,Above Average
205,660,FULTON COUNTY,107,Fulton County,12th Grade,95534.0,2551000,42146000,13964000,4901000,Fulton County,Combined Test Score,1052,1090.0,Average,Fulton County,21.0,23.5,Above Average
206,660,FULTON COUNTY,107,Fulton County,12th Grade,95534.0,2551000,42146000,13964000,4901000,Fulton County,Combined Test Score,1052,1090.0,Average,Fulton County,21.0,23.5,Above Average
207,660,FULTON COUNTY,107,Fulton County,12th Grade,95534.0,2551000,42146000,13964000,4901000,Fulton County,Combined Test Score,1052,1090.0,Average,Fulton County,21.0,23.5,Above Average
208,660,FULTON COUNTY,107,Fulton County,12th Grade,95534.0,2551000,42146000,13964000,4901000,Fulton County,Combined Test Score,1052,1090.0,Average,Fulton County,21.0,23.5,Above Average
209,660,FULTON COUNTY,107,Fulton County,12th Grade,95534.0,2551000,42146000,13964000,4901000,Fulton County,Combined Test Score,1052,1090.0,Average,Fulton County,21.0,23.5,Above Average
210,660,FULTON COUNTY,107,Fulton County,12th Grade,95534.0,2551000,42146000,13964000,4901000,Fulton County,Combined Test Score,1052,1090.0,Average,Fulton County,21.0,23.5,Above Average
211,660,FULTON COUNTY,107,Fulton County,12th Grade,95534.0,2551000,42146000,13964000,4901000,Fulton County,Combined Test Score,1052,1090.0,Average,Fulton County,21.0,23.5,Above Average
212,660,FULTON COUNTY,107,Fulton County,12th Grade,95534.0,2551000,42146000,13964000,4901000,Fulton County,Combined Test Score,1052,1090.0,Average,Fulton County,21.0,23.5,Above Average
213,776,GAINESVILLE CITY,8,Hall County,12th Grade,7969.0,129000,4858000,11000,293000,Gainesville City,Combined Test Score,1052,1013.0,Average,Gainesville City,21.0,19.8,Average
214,661,GILMER COUNTY,6,Gilmer County,12th Grade,4131.0,58000,2616000,180000,492000,Gilmer County,Combined Test Score,1052,1041.0,Average,Gilmer County,21.0,21.8,Average
215,662,GLASCOCK COUNTY,1,Glascock County,12th Grade,539.0,7000,357000,2000,127000,Glascock County,Combined Test Score,1052,949.0,Below Average,Glascock County,21.0,,0
216,663,GLYNN COUNTY,17,Glynn County,12th Grade,13275.0,203000,8006000,116000,1144000,Glynn County,Combined Test Score,1052,1069.0,Average,Glynn County,21.0,20.6,Average
217,663,GLYNN COUNTY,17,Glynn County,12th Grade,13275.0,203000,8006000,116000,1144000,Glynn County,Combined Test Score,1052,1069.0,Average,Glynn County,21.0,20.6,Average
218,664,GORDON COUNTY,10,Gordon County,12th Grade,6762.0,102000,3796000,15000,977000,Gordon County,Combined Test Score,1052,1015.0,Average,Gordon County,21.0,20.0,Average
219,664,GORDON COUNTY,10,Gordon County,12th Grade,6762.0,102000,3796000,15000,977000,Gordon County,Combined Test Score,1052,1015.0,Average,Gordon County,21.0,20.0,Average
220,665,GRADY COUNTY,7,Grady County,12th Grade,4696.0,77000,2867000,402000,578000,Grady County,Combined Test Score,1052,976.0,Below Average,Grady County,21.0,17.3,Below Average
221,666,GREENE COUNTY,5,Greene County,12th Grade,2536.0,45000,1963000,347000,376000,Greene County,Combined Test Score,1052,931.0,Below Average,Greene County,21.0,16.2,Below Average
222,726,GRIFFIN-SPALDING COUNTY,18,Spalding County,12th Grade,10383.0,159000,6680000,106000,1056000,Griffin-Spalding County,Combined Test Score,1052,972.0,Below Average,Griffin-Spalding County,21.0,18.5,Below Average
223,726,GRIFFIN-SPALDING COUNTY,18,Spalding County,12th Grade,10383.0,159000,6680000,106000,1056000,Griffin-Spalding County,Combined Test Score,1052,972.0,Below Average,Griffin-Spalding County,21.0,18.5,Below Average
224,726,GRIFFIN-SPALDING COUNTY,18,Spalding County,12th Grade,10383.0,159000,6680000,106000,1056000,Griffin-Spalding County,Combined Test Score,1052,972.0,Below Average,Griffin-Spalding County,21.0,18.5,Below Average
225,667,GWINNETT COUNTY,137,Gwinnett County,12th Grade,179266.0,2411000,87497000,10561000,5383000,Gwinnett County,Combined Test Score,1052,1103.0,Average,Gwinnett County,21.0,22.6,Average
226,667,GWINNETT COUNTY,137,Gwinnett County,12th Grade,179266.0,2411000,87497000,10561000,5383000,Gwinnett County,Combined Test Score,1052,1103.0,Average,Gwinnett County,21.0,22.6,Average
227,667,GWINNETT COUNTY,137,Gwinnett County,12th Grade,179266.0,2411000,87497000,10561000,5383000,Gwinnett County,Combined Test Score,1052,1103.0,Average,Gwinnett County,21.0,22.6,Average
228,667,GWINNETT COUNTY,137,Gwinnett County,12th Grade,179266.0,2411000,87497000,10561000,5383000,Gwinnett County,Combined Test Score,1052,1103.0,Average,Gwinnett County,21.0,22.6,Average
229,667,GWINNETT COUNTY,137,Gwinnett County,12th Grade,179266.0,2411000,87497000,10561000,5383000,Gwinnett County,Combined Test Score,1052,1103.0,Average,Gwinnett County,21.0,22.6,Average
230,667,GWINNETT COUNTY,137,Gwinnett County,12th Grade,179266.0,2411000,87497000,10561000,5383000,Gwinnett County,Combined Test Score,1052,1103.0,Average,Gwinnett County,21.0,22.6,Average
231,667,GWINNETT COUNTY,137,Gwinnett County,12th Grade,179266.0,2411000,87497000,10561000,5383000,Gwinnett County,Combined Test Score,1052,1103.0,Average,Gwinnett County,21.0,22.6,Average
232,667,GWINNETT COUNTY,137,Gwinnett County,12th Grade,179266.0,2411000,87497000,10561000,5383000,Gwinnett County,Combined Test Score,1052,1103.0,Average,Gwinnett County,21.0,22.6,Average
233,667,GWINNETT COUNTY,137,Gwinnett County,12th Grade,179266.0,2411000,87497000,10561000,5383000,Gwinnett County,Combined Test Score,1052,1103.0,Average,Gwinnett County,21.0,22.6,Average
234,667,GWINNETT COUNTY,137,Gwinnett County,12th Grade,179266.0,2411000,87497000,10561000,5383000,Gwinnett County,Combined Test Score,1052,1103.0,Average,Gwinnett County,21.0,22.6,Average
235,667,GWINNETT COUNTY,137,Gwinnett County,12th Grade,179266.0,2411000,87497000,10561000,5383000,Gwinnett County,Combined Test Score,1052,1103.0,Average,Gwinnett County,21.0,22.6,Average
236,667,GWINNETT COUNTY,137,Gwinnett County,12th Grade,179266.0,2411000,87497000,10561000,5383000,Gwinnett County,Combined Test Score,1052,1103.0,Average,Gwinnett County,21.0,22.6,Average
237,667,GWINNETT COUNTY,137,Gwinnett County,12th Grade,179266.0,2411000,87497000,10561000,5383000,Gwinnett County,Combined Test Score,1052,1103.0,Average,Gwinnett County,21.0,22.6,Average
238,667,GWINNETT COUNTY,137,Gwinnett County,12th Grade,179266.0,2411000,87497000,10561000,5383000,Gwinnett County,Combined Test Score,1052,1103.0,Average,Gwinnett County,21.0,22.6,Average
239,667,GWINNETT COUNTY,137,Gwinnett County,12th Grade,179266.0,2411000,87497000,10561000,5383000,Gwinnett County,Combined Test Score,1052,1103.0,Average,Gwinnett County,21.0,22.6,Average
240,667,GWINNETT COUNTY,137,Gwinnett County,12th Grade,179266.0,2411000,87497000,10561000,5383000,Gwinnett County,Combined Test Score,1052,1103.0,Average,Gwinnett County,21.0,22.6,Average
241,667,GWINNETT COUNTY,137,Gwinnett County,12th Grade,179266.0,2411000,87497000,10561000,5383000,Gwinnett County,Combined Test Score,1052,1103.0,Average,Gwinnett County,21.0,22.6,Average
242,667,GWINNETT COUNTY,137,Gwinnett County,12th Grade,179266.0,2411000,87497000,10561000,5383000,Gwinnett County,Combined Test Score,1052,1103.0,Average,Gwinnett County,21.0,22.6,Average
243,667,GWINNETT COUNTY,137,Gwinnett County,12th Grade,179266.0,2411000,87497000,10561000,5383000,Gwinnett County,Combined Test Score,1052,1103.0,Average,Gwinnett County,21.0,22.6,Average
244,667,GWINNETT COUNTY,137,Gwinnett County,12th Grade,179266.0,2411000,87497000,10561000,5383000,Gwinnett County,Combined Test Score,1052,1103.0,Average,Gwinnett County,21.0,22.6,Average
245,667,GWINNETT COUNTY,137,Gwinnett County,12th Grade,179266.0,2411000,87497000,10561000,5383000,Gwinnett County,Combined Test Score,1052,1103.0,Average,Gwinnett County,21.0,22.6,Average
246,667,GWINNETT COUNTY,137,Gwinnett County,12th Grade,179266.0,2411000,87497000,10561000,5383000,Gwinnett County,Combined Test Score,1052,1103.0,Average,Gwinnett County,21.0,22.6,Average
247,668,HABERSHAM COUNTY,14,Habersham County,12th Grade,6911.0,109000,4516000,155000,790000,Habersham County,Combined Test Score,1052,1034.0,Average,Habersham County,21.0,21.2,Average
248,669,HALL COUNTY,33,Hall County,12th Grade,27433.0,366000,14523000,167000,1871000,Hall County,Combined Test Score,1052,1043.0,Average,Hall County,21.0,20.9,Average
249,669,HALL COUNTY,33,Hall County,12th Grade,27433.0,366000,14523000,167000,1871000,Hall County,Combined Test Score,1052,1043.0,Average,Hall County,21.0,20.9,Average
250,669,HALL COUNTY,33,Hall County,12th Grade,27433.0,366000,14523000,167000,1871000,Hall County,Combined Test Score,1052,1043.0,Average,Hall County,21.0,20.9,Average
251,669,HALL COUNTY,33,Hall County,12th Grade,27433.0,366000,14523000,167000,1871000,Hall County,Combined Test Score,1052,1043.0,Average,Hall County,21.0,20.9,Average
252,669,HALL COUNTY,33,Hall County,12th Grade,27433.0,366000,14523000,167000,1871000,Hall County,Combined Test Score,1052,1043.0,Average,Hall County,21.0,20.9,Average
253,669,HALL COUNTY,33,Hall County,12th Grade,27433.0,366000,14523000,167000,1871000,Hall County,Combined Test Score,1052,1043.0,Average,Hall County,21.0,20.9,Average
254,669,HALL COUNTY,33,Hall County,12th Grade,27433.0,366000,14523000,167000,1871000,Hall County,Combined Test Score,1052,1043.0,Average,Hall County,21.0,20.9,Average
255,670,HANCOCK COUNTY,3,Hancock County,12th Grade,877.0,20000,906000,0,342000,Hancock County,Combined Test Score,1052,862.0,Below Average,Hancock County,21.0,,0
256,671,HARALSON COUNTY,6,Haralson County,12th Grade,3456.0,44000,1841000,90000,507000,Haralson County,Combined Test Score,1052,1010.0,Average,Haralson County,21.0,21.4,Average
257,672,HARRIS COUNTY,7,Harris County,12th Grade,5294.0,61000,2430000,358000,562000,Harris County,Combined Test Score,1052,1076.0,Average,Harris County,21.0,20.3,Average
258,673,HART COUNTY,5,Hart County,12th Grade,3567.0,48000,2029000,0,501000,Hart County,Combined Test Score,1052,996.0,Average,Hart County,21.0,19.5,Average
259,674,HEARD COUNTY,5,Heard County,12th Grade,2116.0,31000,1262000,43000,375000,Heard County,Combined Test Score,1052,1025.0,Average,Heard County,21.0,19.0,Average
260,675,HENRY COUNTY,50,Henry County,12th Grade,42008.0,0,17385000,188000,1486000,Henry County,Combined Test Score,1052,1012.0,Average,Henry County,21.0,19.4,Average
261,675,HENRY COUNTY,50,Henry County,12th Grade,42008.0,0,17385000,188000,1486000,Henry County,Combined Test Score,1052,1012.0,Average,Henry County,21.0,19.4,Average
262,675,HENRY COUNTY,50,Henry County,12th Grade,42008.0,0,17385000,188000,1486000,Henry County,Combined Test Score,1052,1012.0,Average,Henry County,21.0,19.4,Average
263,675,HENRY COUNTY,50,Henry County,12th Grade,42008.0,0,17385000,188000,1486000,Henry County,Combined Test Score,1052,1012.0,Average,Henry County,21.0,19.4,Average
264,675,HENRY COUNTY,50,Henry County,12th Grade,42008.0,0,17385000,188000,1486000,Henry County,Combined Test Score,1052,1012.0,Average,Henry County,21.0,19.4,Average
265,675,HENRY COUNTY,50,Henry County,12th Grade,42008.0,0,17385000,188000,1486000,Henry County,Combined Test Score,1052,1012.0,Average,Henry County,21.0,19.4,Average
266,675,HENRY COUNTY,50,Henry County,12th Grade,42008.0,0,17385000,188000,1486000,Henry County,Combined Test Score,1052,1012.0,Average,Henry County,21.0,19.4,Average
267,675,HENRY COUNTY,50,Henry County,12th Grade,42008.0,0,17385000,188000,1486000,Henry County,Combined Test Score,1052,1012.0,Average,Henry County,21.0,19.4,Average
268,675,HENRY COUNTY,50,Henry County,12th Grade,42008.0,0,17385000,188000,1486000,Henry County,Combined Test Score,1052,1012.0,Average,Henry County,21.0,19.4,Average
269,675,HENRY COUNTY,50,Henry County,12th Grade,42008.0,0,17385000,188000,1486000,Henry County,Combined Test Score,1052,1012.0,Average,Henry County,21.0,19.4,Average
270,675,HENRY COUNTY,50,Henry County,12th Grade,42008.0,0,17385000,188000,1486000,Henry County,Combined Test Score,1052,1012.0,Average,Henry County,21.0,19.4,Average
271,676,HOUSTON COUNTY,37,Houston County,12th Grade,29490.0,450000,18395000,537000,1538000,Houston County,Combined Test Score,1052,1084.0,Average,Houston County,21.0,20.6,Average
272,676,HOUSTON COUNTY,37,Houston County,12th Grade,29490.0,450000,18395000,537000,1538000,Houston County,Combined Test Score,1052,1084.0,Average,Houston County,21.0,20.6,Average
273,676,HOUSTON COUNTY,37,Houston County,12th Grade,29490.0,450000,18395000,537000,1538000,Houston County,Combined Test Score,1052,1084.0,Average,Houston County,21.0,20.6,Average
274,676,HOUSTON COUNTY,37,Houston County,12th Grade,29490.0,450000,18395000,537000,1538000,Houston County,Combined Test Score,1052,1084.0,Average,Houston County,21.0,20.6,Average
275,676,HOUSTON COUNTY,37,Houston County,12th Grade,29490.0,450000,18395000,537000,1538000,Houston County,Combined Test Score,1052,1084.0,Average,Houston County,21.0,20.6,Average
276,677,IRWIN COUNTY,3,Irwin County,12th Grade,1733.0,22000,912000,25000,244000,Irwin County,Combined Test Score,1052,1003.0,Average,Irwin County,21.0,19.9,Average
277,678,JACKSON COUNTY,10,Jackson County,12th Grade,7696.0,106000,4185000,82000,937000,Jackson County,Combined Test Score,1052,1056.0,Average,Jackson County,21.0,21.2,Average
278,678,JACKSON COUNTY,10,Jackson County,12th Grade,7696.0,106000,4185000,82000,937000,Jackson County,Combined Test Score,1052,1056.0,Average,Jackson County,21.0,21.2,Average
279,679,JASPER COUNTY,4,Jasper County,12th Grade,2415.0,38000,1771000,50000,339000,Jasper County,Combined Test Score,1052,995.0,Average,Jasper County,21.0,18.8,Below Average
280,680,JEFF DAVIS COUNTY,4,Jeff Davis County,12th Grade,3133.0,54000,2096000,3000,386000,Jeff Davis County,Combined Test Score,1052,1010.0,Average,Jeff Davis County,21.0,17.7,Below Average
281,779,JEFFERSON CITY,4,Jackson County,12th Grade,3724.0,31000,1277000,55000,60000,Jefferson City,Combined Test Score,1052,1123.0,Above Average,Jefferson City,21.0,22.1,Average
282,681,JEFFERSON COUNTY,6,Jefferson County,12th Grade,2635.0,50000,1744000,47000,539000,Jefferson County,Combined Test Score,1052,957.0,Below Average,Jefferson County,21.0,16.6,Below Average
283,682,JENKINS COUNTY,3,Jenkins County,12th Grade,1152.0,23000,1019000,0,277000,Jenkins County,Combined Test Score,1052,952.0,Below Average,Jenkins County,21.0,17.6,Below Average
