"LONG_SCHOOL_YEAR","SCHOOL_DISTRCT_CD","SCHOOL_DSTRCT_NM","INSTN_NUMBER","INSTN_NAME","SUBGRP_DESC","TEST_CMPNT_TYP_CD","NATIONAL_NUM_TESTED_CNT","STATE_NUM_TESTED_CNT","DSTRCT_NUM_TESTED_CNT","INSTN_NUM_TESTED_CNT","STATE_AVG_SCORE_VAL","DSTRCT_AVG_SCORE_VAL","INSTN_AVG_SCORE_VAL"
"2017-18","625","Savannah-Chatham County","5060","Jenkins High School","All Students","Combined Test Score",2136539,65795,1253,139,1052,979,976
"2017-18","625","Savannah-Chatham County","5060","Jenkins High School","All Students","Essay Analysis Score - New",1449142,28569,436,66,4,3,3
"2017-18","625","Savannah-Chatham County","5060","Jenkins High School","All Students","Essay Reading Score - New",1449142,28569,436,66,5,5,4
"2017-18","625","Savannah-Chatham County","5060","Jenkins High School","All Students","Essay Total",1449142,28569,436,66,13,13,11
"2017-18","625","Savannah-Chatham County","5060","Jenkins High School","All Students","Essay Writing Score - New",1449142,28569,436,66,5,5,4
"2017-18","625","Savannah-Chatham County","5060","Jenkins High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,1253,139,536,504,489
"2017-18","625","Savannah-Chatham County","5060","Jenkins High School","All Students","Math Section Score - New",2136539,65790,1253,139,516,475,487
"2017-18","625","Savannah-Chatham County","5060","Jenkins High School","All Students","Reading Test  Score - New",2136539,65796,1253,139,270,256,247
"2017-18","625","Savannah-Chatham County","5060","Jenkins High School","All Students","WritLang Test  Score - New",2136539,65799,1253,139,266,249,242
"2017-18","625","Savannah-Chatham County","5070","Windsor Forest High School","All Students","Combined Test Score",2136539,65795,1253,137,1052,979,894
"2017-18","625","Savannah-Chatham County","5070","Windsor Forest High School","All Students","Essay Analysis Score - New",1449142,28569,436,41,4,3,3
"2017-18","625","Savannah-Chatham County","5070","Windsor Forest High School","All Students","Essay Reading Score - New",1449142,28569,436,41,5,5,5
"2017-18","625","Savannah-Chatham County","5070","Windsor Forest High School","All Students","Essay Total",1449142,28569,436,41,13,13,12
"2017-18","625","Savannah-Chatham County","5070","Windsor Forest High School","All Students","Essay Writing Score - New",1449142,28569,436,41,5,5,4
"2017-18","625","Savannah-Chatham County","5070","Windsor Forest High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,1253,137,536,504,463
"2017-18","625","Savannah-Chatham County","5070","Windsor Forest High School","All Students","Math Section Score - New",2136539,65790,1253,137,516,475,431
"2017-18","625","Savannah-Chatham County","5070","Windsor Forest High School","All Students","Reading Test  Score - New",2136539,65796,1253,137,270,256,237
"2017-18","625","Savannah-Chatham County","5070","Windsor Forest High School","All Students","WritLang Test  Score - New",2136539,65799,1253,137,266,249,226
"2017-18","626","Chattahoochee County","0206","Chattahoochee County High School","All Students","Combined Test Score",2136539,65795,106,106,1052,930,930
"2017-18","626","Chattahoochee County","0206","Chattahoochee County High School","All Students","Essay Analysis Score - New",1449142,28569,20,20,4,3,3
"2017-18","626","Chattahoochee County","0206","Chattahoochee County High School","All Students","Essay Reading Score - New",1449142,28569,20,20,5,5,5
"2017-18","626","Chattahoochee County","0206","Chattahoochee County High School","All Students","Essay Total",1449142,28569,20,20,13,13,13
"2017-18","626","Chattahoochee County","0206","Chattahoochee County High School","All Students","Essay Writing Score - New",1449142,28569,20,20,5,5,5
"2017-18","626","Chattahoochee County","0206","Chattahoochee County High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,106,106,536,476,476
"2017-18","626","Chattahoochee County","0206","Chattahoochee County High School","All Students","Math Section Score - New",2136539,65790,106,106,516,454,454
"2017-18","626","Chattahoochee County","0206","Chattahoochee County High School","All Students","Reading Test  Score - New",2136539,65796,106,106,270,240,240
"2017-18","626","Chattahoochee County","0206","Chattahoochee County High School","All Students","WritLang Test  Score - New",2136539,65799,106,106,266,236,236
"2017-18","627","Chattooga County","1050","Chattooga High School","All Students","Combined Test Score",2136539,65795,35,35,1052,1009,1009
"2017-18","627","Chattooga County","1050","Chattooga High School","All Students","Essay Analysis Score - New",1449142,28569,11,11,4,3,3
"2017-18","627","Chattooga County","1050","Chattooga High School","All Students","Essay Reading Score - New",1449142,28569,11,11,5,5,5
"2017-18","627","Chattooga County","1050","Chattooga High School","All Students","Essay Total",1449142,28569,11,11,13,13,13
"2017-18","627","Chattooga County","1050","Chattooga High School","All Students","Essay Writing Score - New",1449142,28569,11,11,5,5,5
"2017-18","627","Chattooga County","1050","Chattooga High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,35,35,536,518,518
"2017-18","627","Chattooga County","1050","Chattooga High School","All Students","Math Section Score - New",2136539,65790,35,35,516,491,491
"2017-18","627","Chattooga County","1050","Chattooga High School","All Students","Reading Test  Score - New",2136539,65796,35,35,270,266,266
"2017-18","627","Chattooga County","1050","Chattooga High School","All Students","WritLang Test  Score - New",2136539,65799,35,35,266,252,252
"2017-18","628","Cherokee County","0106","Creekview High School","All Students","Combined Test Score",2136539,65795,1636,313,1052,1121,1136
"2017-18","628","Cherokee County","0106","Creekview High School","All Students","Essay Analysis Score - New",1449142,28569,821,180,4,4,4
"2017-18","628","Cherokee County","0106","Creekview High School","All Students","Essay Reading Score - New",1449142,28569,821,180,5,5,5
"2017-18","628","Cherokee County","0106","Creekview High School","All Students","Essay Total",1449142,28569,821,180,13,14,15
"2017-18","628","Cherokee County","0106","Creekview High School","All Students","Essay Writing Score - New",1449142,28569,821,180,5,5,5
"2017-18","628","Cherokee County","0106","Creekview High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,1636,313,536,568,574
"2017-18","628","Cherokee County","0106","Creekview High School","All Students","Math Section Score - New",2136539,65790,1636,313,516,552,562
"2017-18","628","Cherokee County","0106","Creekview High School","All Students","Reading Test  Score - New",2136539,65796,1636,313,270,285,288
"2017-18","628","Cherokee County","0106","Creekview High School","All Students","WritLang Test  Score - New",2136539,65799,1636,313,266,283,286
"2017-18","628","Cherokee County","0115","River Ridge High School","All Students","Combined Test Score",2136539,65795,1636,227,1052,1121,1115
"2017-18","628","Cherokee County","0115","River Ridge High School","All Students","Essay Analysis Score - New",1449142,28569,821,106,4,4,4
"2017-18","628","Cherokee County","0115","River Ridge High School","All Students","Essay Reading Score - New",1449142,28569,821,106,5,5,5
"2017-18","628","Cherokee County","0115","River Ridge High School","All Students","Essay Total",1449142,28569,821,106,13,14,14
"2017-18","628","Cherokee County","0115","River Ridge High School","All Students","Essay Writing Score - New",1449142,28569,821,106,5,5,5
"2017-18","628","Cherokee County","0115","River Ridge High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,1636,227,536,568,570
"2017-18","628","Cherokee County","0115","River Ridge High School","All Students","Math Section Score - New",2136539,65790,1636,227,516,552,546
"2017-18","628","Cherokee County","0115","River Ridge High School","All Students","Reading Test  Score - New",2136539,65796,1636,227,270,285,287
"2017-18","628","Cherokee County","0115","River Ridge High School","All Students","WritLang Test  Score - New",2136539,65799,1636,227,266,283,283
"2017-18","628","Cherokee County","0176","Etowah High School","All Students","Combined Test Score",2136539,65795,1636,295,1052,1121,1121
"2017-18","628","Cherokee County","0176","Etowah High School","All Students","Essay Analysis Score - New",1449142,28569,821,131,4,4,4
"2017-18","628","Cherokee County","0176","Etowah High School","All Students","Essay Reading Score - New",1449142,28569,821,131,5,5,5
"2017-18","628","Cherokee County","0176","Etowah High School","All Students","Essay Total",1449142,28569,821,131,13,14,14
"2017-18","628","Cherokee County","0176","Etowah High School","All Students","Essay Writing Score - New",1449142,28569,821,131,5,5,5
"2017-18","628","Cherokee County","0176","Etowah High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,1636,295,536,568,570
"2017-18","628","Cherokee County","0176","Etowah High School","All Students","Math Section Score - New",2136539,65790,1636,295,516,552,551
"2017-18","628","Cherokee County","0176","Etowah High School","All Students","Reading Test  Score - New",2136539,65796,1636,295,270,285,287
"2017-18","628","Cherokee County","0176","Etowah High School","All Students","WritLang Test  Score - New",2136539,65799,1636,295,266,283,284
"2017-18","628","Cherokee County","0191","Sequoyah High School","All Students","Combined Test Score",2136539,65795,1636,269,1052,1121,1118
"2017-18","628","Cherokee County","0191","Sequoyah High School","All Students","Essay Analysis Score - New",1449142,28569,821,127,4,4,4
"2017-18","628","Cherokee County","0191","Sequoyah High School","All Students","Essay Reading Score - New",1449142,28569,821,127,5,5,5
"2017-18","628","Cherokee County","0191","Sequoyah High School","All Students","Essay Total",1449142,28569,821,127,13,14,14
"2017-18","628","Cherokee County","0191","Sequoyah High School","All Students","Essay Writing Score - New",1449142,28569,821,127,5,5,5
"2017-18","628","Cherokee County","0191","Sequoyah High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,1636,269,536,568,567
"2017-18","628","Cherokee County","0191","Sequoyah High School","All Students","Math Section Score - New",2136539,65790,1636,269,516,552,550
"2017-18","628","Cherokee County","0191","Sequoyah High School","All Students","Reading Test  Score - New",2136539,65796,1636,269,270,285,284
"2017-18","628","Cherokee County","0191","Sequoyah High School","All Students","WritLang Test  Score - New",2136539,65799,1636,269,266,283,283
"2017-18","628","Cherokee County","0194","Polaris Evening School","All Students","Combined Test Score",2136539,65795,1636,3,1052,1121,
"2017-18","628","Cherokee County","0194","Polaris Evening School","All Students","Essay Analysis Score - New",1449142,28569,821,3,4,4,
"2017-18","628","Cherokee County","0194","Polaris Evening School","All Students","Essay Reading Score - New",1449142,28569,821,3,5,5,
"2017-18","628","Cherokee County","0194","Polaris Evening School","All Students","Essay Total",1449142,28569,821,3,13,14,
"2017-18","628","Cherokee County","0194","Polaris Evening School","All Students","Essay Writing Score - New",1449142,28569,821,3,5,5,
"2017-18","628","Cherokee County","0194","Polaris Evening School","All Students","Evidence Based Reading and Writing - New",1449142,65791,1636,3,536,568,
"2017-18","628","Cherokee County","0194","Polaris Evening School","All Students","Math Section Score - New",2136539,65790,1636,3,516,552,
"2017-18","628","Cherokee County","0194","Polaris Evening School","All Students","Reading Test  Score - New",2136539,65796,1636,3,270,285,
"2017-18","628","Cherokee County","0194","Polaris Evening School","All Students","WritLang Test  Score - New",2136539,65799,1636,3,266,283,
"2017-18","628","Cherokee County","0197","Woodstock High School","All Students","Combined Test Score",2136539,65795,1636,311,1052,1121,1131
"2017-18","628","Cherokee County","0197","Woodstock High School","All Students","Essay Analysis Score - New",1449142,28569,821,159,4,4,4
"2017-18","628","Cherokee County","0197","Woodstock High School","All Students","Essay Reading Score - New",1449142,28569,821,159,5,5,5
"2017-18","628","Cherokee County","0197","Woodstock High School","All Students","Essay Total",1449142,28569,821,159,13,14,14
"2017-18","628","Cherokee County","0197","Woodstock High School","All Students","Essay Writing Score - New",1449142,28569,821,159,5,5,5
"2017-18","628","Cherokee County","0197","Woodstock High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,1636,311,536,568,568
"2017-18","628","Cherokee County","0197","Woodstock High School","All Students","Math Section Score - New",2136539,65790,1636,311,516,552,562
"2017-18","628","Cherokee County","0197","Woodstock High School","All Students","Reading Test  Score - New",2136539,65796,1636,311,270,285,286
"2017-18","628","Cherokee County","0197","Woodstock High School","All Students","WritLang Test  Score - New",2136539,65799,1636,311,266,283,282
"2017-18","628","Cherokee County","5050","Cherokee High School","All Students","Combined Test Score",2136539,65795,1636,211,1052,1121,1102
"2017-18","628","Cherokee County","5050","Cherokee High School","All Students","Essay Analysis Score - New",1449142,28569,821,112,4,4,3
"2017-18","628","Cherokee County","5050","Cherokee High School","All Students","Essay Reading Score - New",1449142,28569,821,112,5,5,5
"2017-18","628","Cherokee County","5050","Cherokee High School","All Students","Essay Total",1449142,28569,821,112,13,14,13
"2017-18","628","Cherokee County","5050","Cherokee High School","All Students","Essay Writing Score - New",1449142,28569,821,112,5,5,5
"2017-18","628","Cherokee County","5050","Cherokee High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,1636,211,536,568,561
"2017-18","628","Cherokee County","5050","Cherokee High School","All Students","Math Section Score - New",2136539,65790,1636,211,516,552,540
"2017-18","628","Cherokee County","5050","Cherokee High School","All Students","Reading Test  Score - New",2136539,65796,1636,211,270,285,281
"2017-18","628","Cherokee County","5050","Cherokee High School","All Students","WritLang Test  Score - New",2136539,65799,1636,211,266,283,281
"2017-18","628","Cherokee County","6597","Tippens Educational Center","All Students","Combined Test Score",2136539,65795,1636,7,1052,1121,
"2017-18","628","Cherokee County","6597","Tippens Educational Center","All Students","Essay Analysis Score - New",1449142,28569,821,3,4,4,
"2017-18","628","Cherokee County","6597","Tippens Educational Center","All Students","Essay Reading Score - New",1449142,28569,821,3,5,5,
"2017-18","628","Cherokee County","6597","Tippens Educational Center","All Students","Essay Total",1449142,28569,821,3,13,14,
"2017-18","628","Cherokee County","6597","Tippens Educational Center","All Students","Essay Writing Score - New",1449142,28569,821,3,5,5,
"2017-18","628","Cherokee County","6597","Tippens Educational Center","All Students","Evidence Based Reading and Writing - New",1449142,65791,1636,7,536,568,
"2017-18","628","Cherokee County","6597","Tippens Educational Center","All Students","Math Section Score - New",2136539,65790,1636,7,516,552,
"2017-18","628","Cherokee County","6597","Tippens Educational Center","All Students","Reading Test  Score - New",2136539,65796,1636,7,270,285,
"2017-18","628","Cherokee County","6597","Tippens Educational Center","All Students","WritLang Test  Score - New",2136539,65799,1636,7,266,283,
"2017-18","629","Clarke County","0102","Cedar Shoals High School","All Students","Combined Test Score",2136539,65795,463,215,1052,980,966
"2017-18","629","Clarke County","0102","Cedar Shoals High School","All Students","Essay Analysis Score - New",1449142,28569,151,79,4,3,3
"2017-18","629","Clarke County","0102","Cedar Shoals High School","All Students","Essay Reading Score - New",1449142,28569,151,79,5,5,5
"2017-18","629","Clarke County","0102","Cedar Shoals High School","All Students","Essay Total",1449142,28569,151,79,13,12,12
"2017-18","629","Clarke County","0102","Cedar Shoals High School","All Students","Essay Writing Score - New",1449142,28569,151,79,5,5,5
"2017-18","629","Clarke County","0102","Cedar Shoals High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,463,215,536,503,494
"2017-18","629","Clarke County","0102","Cedar Shoals High School","All Students","Math Section Score - New",2136539,65790,463,215,516,478,472
"2017-18","629","Clarke County","0102","Cedar Shoals High School","All Students","Reading Test  Score - New",2136539,65796,463,215,270,253,249
"2017-18","629","Clarke County","0102","Cedar Shoals High School","All Students","WritLang Test  Score - New",2136539,65799,463,215,266,250,245
"2017-18","629","Clarke County","0104","Classic City High School","All Students","Combined Test Score",2136539,65795,463,9,1052,980,
"2017-18","629","Clarke County","0104","Classic City High School","All Students","Essay Analysis Score - New",1449142,28569,151,3,4,3,
"2017-18","629","Clarke County","0104","Classic City High School","All Students","Essay Reading Score - New",1449142,28569,151,3,5,5,
"2017-18","629","Clarke County","0104","Classic City High School","All Students","Essay Total",1449142,28569,151,3,13,12,
"2017-18","629","Clarke County","0104","Classic City High School","All Students","Essay Writing Score - New",1449142,28569,151,3,5,5,
"2017-18","629","Clarke County","0104","Classic City High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,463,9,536,503,
"2017-18","629","Clarke County","0104","Classic City High School","All Students","Math Section Score - New",2136539,65790,463,9,516,478,
"2017-18","629","Clarke County","0104","Classic City High School","All Students","Reading Test  Score - New",2136539,65796,463,9,270,253,
"2017-18","629","Clarke County","0104","Classic City High School","All Students","WritLang Test  Score - New",2136539,65799,463,9,266,250,
"2017-18","629","Clarke County","5556","Clarke Central High School","All Students","Combined Test Score",2136539,65795,463,239,1052,980,995
"2017-18","629","Clarke County","5556","Clarke Central High School","All Students","Essay Analysis Score - New",1449142,28569,151,69,4,3,3
"2017-18","629","Clarke County","5556","Clarke Central High School","All Students","Essay Reading Score - New",1449142,28569,151,69,5,5,5
"2017-18","629","Clarke County","5556","Clarke Central High School","All Students","Essay Total",1449142,28569,151,69,13,12,13
"2017-18","629","Clarke County","5556","Clarke Central High School","All Students","Essay Writing Score - New",1449142,28569,151,69,5,5,5
"2017-18","629","Clarke County","5556","Clarke Central High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,463,239,536,503,512
"2017-18","629","Clarke County","5556","Clarke Central High School","All Students","Math Section Score - New",2136539,65790,463,239,516,478,483
"2017-18","629","Clarke County","5556","Clarke Central High School","All Students","Reading Test  Score - New",2136539,65796,463,239,270,253,258
"2017-18","629","Clarke County","5556","Clarke Central High School","All Students","WritLang Test  Score - New",2136539,65799,463,239,266,250,255
"2017-18","631","Clayton County","0104","Mundy's Mill High School","All Students","Combined Test Score",2136539,65795,1791,180,1052,950,926
"2017-18","631","Clayton County","0104","Mundy's Mill High School","All Students","Essay Analysis Score - New",1449142,28569,510,77,4,3,3
"2017-18","631","Clayton County","0104","Mundy's Mill High School","All Students","Essay Reading Score - New",1449142,28569,510,77,5,5,5
"2017-18","631","Clayton County","0104","Mundy's Mill High School","All Students","Essay Total",1449142,28569,510,77,13,13,12
"2017-18","631","Clayton County","0104","Mundy's Mill High School","All Students","Essay Writing Score - New",1449142,28569,510,77,5,5,5
"2017-18","631","Clayton County","0104","Mundy's Mill High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,1791,180,536,489,485
"2017-18","631","Clayton County","0104","Mundy's Mill High School","All Students","Math Section Score - New",2136539,65790,1791,180,516,461,441
"2017-18","631","Clayton County","0104","Mundy's Mill High School","All Students","Reading Test  Score - New",2136539,65796,1791,180,270,247,246
"2017-18","631","Clayton County","0104","Mundy's Mill High School","All Students","WritLang Test  Score - New",2136539,65799,1791,180,266,242,239
"2017-18","631","Clayton County","0114","Elite Scholars Academy School","All Students","Combined Test Score",2136539,65795,1791,61,1052,950,1069
"2017-18","631","Clayton County","0114","Elite Scholars Academy School","All Students","Essay Analysis Score - New",1449142,28569,510,24,4,3,4
"2017-18","631","Clayton County","0114","Elite Scholars Academy School","All Students","Essay Reading Score - New",1449142,28569,510,24,5,5,5
"2017-18","631","Clayton County","0114","Elite Scholars Academy School","All Students","Essay Total",1449142,28569,510,24,13,13,14
"2017-18","631","Clayton County","0114","Elite Scholars Academy School","All Students","Essay Writing Score - New",1449142,28569,510,24,5,5,5
"2017-18","631","Clayton County","0114","Elite Scholars Academy School","All Students","Evidence Based Reading and Writing - New",1449142,65791,1791,61,536,489,553
"2017-18","631","Clayton County","0114","Elite Scholars Academy School","All Students","Math Section Score - New",2136539,65790,1791,61,516,461,516
"2017-18","631","Clayton County","0114","Elite Scholars Academy School","All Students","Reading Test  Score - New",2136539,65796,1791,61,270,247,276
"2017-18","631","Clayton County","0114","Elite Scholars Academy School","All Students","WritLang Test  Score - New",2136539,65799,1791,61,266,242,277
"2017-18","631","Clayton County","0115","Charles R. Drew High School","All Students","Combined Test Score",2136539,65795,1791,177,1052,950,941
"2017-18","631","Clayton County","0115","Charles R. Drew High School","All Students","Essay Analysis Score - New",1449142,28569,510,57,4,3,3
"2017-18","631","Clayton County","0115","Charles R. Drew High School","All Students","Essay Reading Score - New",1449142,28569,510,57,5,5,5
"2017-18","631","Clayton County","0115","Charles R. Drew High School","All Students","Essay Total",1449142,28569,510,57,13,13,13
"2017-18","631","Clayton County","0115","Charles R. Drew High School","All Students","Essay Writing Score - New",1449142,28569,510,57,5,5,5
"2017-18","631","Clayton County","0115","Charles R. Drew High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,1791,177,536,489,482
"2017-18","631","Clayton County","0115","Charles R. Drew High School","All Students","Math Section Score - New",2136539,65790,1791,177,516,461,459
"2017-18","631","Clayton County","0115","Charles R. Drew High School","All Students","Reading Test  Score - New",2136539,65796,1791,177,270,247,243
"2017-18","631","Clayton County","0115","Charles R. Drew High School","All Students","WritLang Test  Score - New",2136539,65799,1791,177,266,242,239
"2017-18","631","Clayton County","0190","Lovejoy High School","All Students","Combined Test Score",2136539,65795,1791,195,1052,950,944
"2017-18","631","Clayton County","0190","Lovejoy High School","All Students","Essay Analysis Score - New",1449142,28569,510,75,4,3,3
"2017-18","631","Clayton County","0190","Lovejoy High School","All Students","Essay Reading Score - New",1449142,28569,510,75,5,5,4
"2017-18","631","Clayton County","0190","Lovejoy High School","All Students","Essay Total",1449142,28569,510,75,13,13,12
"2017-18","631","Clayton County","0190","Lovejoy High School","All Students","Essay Writing Score - New",1449142,28569,510,75,5,5,4
"2017-18","631","Clayton County","0190","Lovejoy High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,1791,195,536,489,481
"2017-18","631","Clayton County","0190","Lovejoy High School","All Students","Math Section Score - New",2136539,65790,1791,195,516,461,463
"2017-18","631","Clayton County","0190","Lovejoy High School","All Students","Reading Test  Score - New",2136539,65796,1791,195,270,247,242
"2017-18","631","Clayton County","0190","Lovejoy High School","All Students","WritLang Test  Score - New",2136539,65799,1791,195,266,242,240
"2017-18","631","Clayton County","0215","Martha Ellen Stilwell School for the Performing Arts","All Students","Combined Test Score",2136539,65795,1791,144,1052,950,1041
"2017-18","631","Clayton County","0215","Martha Ellen Stilwell School for the Performing Arts","All Students","Essay Analysis Score - New",1449142,28569,510,68,4,3,4
"2017-18","631","Clayton County","0215","Martha Ellen Stilwell School for the Performing Arts","All Students","Essay Reading Score - New",1449142,28569,510,68,5,5,5
"2017-18","631","Clayton County","0215","Martha Ellen Stilwell School for the Performing Arts","All Students","Essay Total",1449142,28569,510,68,13,13,14
"2017-18","631","Clayton County","0215","Martha Ellen Stilwell School for the Performing Arts","All Students","Essay Writing Score - New",1449142,28569,510,68,5,5,5
"2017-18","631","Clayton County","0215","Martha Ellen Stilwell School for the Performing Arts","All Students","Evidence Based Reading and Writing - New",1449142,65791,1791,144,536,489,542
"2017-18","631","Clayton County","0215","Martha Ellen Stilwell School for the Performing Arts","All Students","Math Section Score - New",2136539,65790,1791,144,516,461,500
"2017-18","631","Clayton County","0215","Martha Ellen Stilwell School for the Performing Arts","All Students","Reading Test  Score - New",2136539,65796,1791,144,270,247,273
"2017-18","631","Clayton County","0215","Martha Ellen Stilwell School for the Performing Arts","All Students","WritLang Test  Score - New",2136539,65799,1791,144,266,242,269
"2017-18","631","Clayton County","0290","Mount Zion High School","All Students","Combined Test Score",2136539,65795,1791,161,1052,950,919
"2017-18","631","Clayton County","0290","Mount Zion High School","All Students","Essay Analysis Score - New",1449142,28569,510,31,4,3,3
"2017-18","631","Clayton County","0290","Mount Zion High School","All Students","Essay Reading Score - New",1449142,28569,510,31,5,5,5
"2017-18","631","Clayton County","0290","Mount Zion High School","All Students","Essay Total",1449142,28569,510,31,13,13,13
"2017-18","631","Clayton County","0290","Mount Zion High School","All Students","Essay Writing Score - New",1449142,28569,510,31,5,5,5
"2017-18","631","Clayton County","0290","Mount Zion High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,1791,161,536,489,475
"2017-18","631","Clayton County","0290","Mount Zion High School","All Students","Math Section Score - New",2136539,65790,1791,161,516,461,443
"2017-18","631","Clayton County","0290","Mount Zion High School","All Students","Reading Test  Score - New",2136539,65796,1791,161,270,247,240
"2017-18","631","Clayton County","0290","Mount Zion High School","All Students","WritLang Test  Score - New",2136539,65799,1791,161,266,242,235
"2017-18","631","Clayton County","0377","Riverdale High School","All Students","Combined Test Score",2136539,65795,1791,131,1052,950,949
"2017-18","631","Clayton County","0377","Riverdale High School","All Students","Essay Analysis Score - New",1449142,28569,510,37,4,3,3
"2017-18","631","Clayton County","0377","Riverdale High School","All Students","Essay Reading Score - New",1449142,28569,510,37,5,5,4
"2017-18","631","Clayton County","0377","Riverdale High School","All Students","Essay Total",1449142,28569,510,37,13,13,12
"2017-18","631","Clayton County","0377","Riverdale High School","All Students","Essay Writing Score - New",1449142,28569,510,37,5,5,5
"2017-18","631","Clayton County","0377","Riverdale High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,1791,131,536,489,488
"2017-18","631","Clayton County","0377","Riverdale High School","All Students","Math Section Score - New",2136539,65790,1791,131,516,461,461
"2017-18","631","Clayton County","0377","Riverdale High School","All Students","Reading Test  Score - New",2136539,65796,1791,131,270,247,247
"2017-18","631","Clayton County","0377","Riverdale High School","All Students","WritLang Test  Score - New",2136539,65799,1791,131,266,242,241
"2017-18","631","Clayton County","1054","Forest Park High School","All Students","Combined Test Score",2136539,65795,1791,234,1052,950,916
"2017-18","631","Clayton County","1054","Forest Park High School","All Students","Essay Analysis Score - New",1449142,28569,510,33,4,3,3
"2017-18","631","Clayton County","1054","Forest Park High School","All Students","Essay Reading Score - New",1449142,28569,510,33,5,5,5
"2017-18","631","Clayton County","1054","Forest Park High School","All Students","Essay Total",1449142,28569,510,33,13,13,12
"2017-18","631","Clayton County","1054","Forest Park High School","All Students","Essay Writing Score - New",1449142,28569,510,33,5,5,5
"2017-18","631","Clayton County","1054","Forest Park High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,1791,234,536,489,465
"2017-18","631","Clayton County","1054","Forest Park High School","All Students","Math Section Score - New",2136539,65790,1791,234,516,461,451
"2017-18","631","Clayton County","1054","Forest Park High School","All Students","Reading Test  Score - New",2136539,65796,1791,234,270,247,235
"2017-18","631","Clayton County","1054","Forest Park High School","All Students","WritLang Test  Score - New",2136539,65799,1791,234,266,242,230
"2017-18","631","Clayton County","1056","Jonesboro High School","All Students","Combined Test Score",2136539,65795,1791,137,1052,950,948
"2017-18","631","Clayton County","1056","Jonesboro High School","All Students","Essay Analysis Score - New",1449142,28569,510,44,4,3,3
"2017-18","631","Clayton County","1056","Jonesboro High School","All Students","Essay Reading Score - New",1449142,28569,510,44,5,5,5
"2017-18","631","Clayton County","1056","Jonesboro High School","All Students","Essay Total",1449142,28569,510,44,13,13,13
"2017-18","631","Clayton County","1056","Jonesboro High School","All Students","Essay Writing Score - New",1449142,28569,510,44,5,5,5
"2017-18","631","Clayton County","1056","Jonesboro High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,1791,137,536,489,491
"2017-18","631","Clayton County","1056","Jonesboro High School","All Students","Math Section Score - New",2136539,65790,1791,137,516,461,457
"2017-18","631","Clayton County","1056","Jonesboro High School","All Students","Reading Test  Score - New",2136539,65796,1791,137,270,247,248
"2017-18","631","Clayton County","1056","Jonesboro High School","All Students","WritLang Test  Score - New",2136539,65799,1791,137,266,242,243
"2017-18","631","Clayton County","2052","North Clayton High School","All Students","Combined Test Score",2136539,65795,1791,162,1052,950,891
"2017-18","631","Clayton County","2052","North Clayton High School","All Students","Essay Analysis Score - New",1449142,28569,510,17,4,3,3
"2017-18","631","Clayton County","2052","North Clayton High School","All Students","Essay Reading Score - New",1449142,28569,510,17,5,5,4
"2017-18","631","Clayton County","2052","North Clayton High School","All Students","Essay Total",1449142,28569,510,17,13,13,12
"2017-18","631","Clayton County","2052","North Clayton High School","All Students","Essay Writing Score - New",1449142,28569,510,17,5,5,5
"2017-18","631","Clayton County","2052","North Clayton High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,1791,162,536,489,461
"2017-18","631","Clayton County","2052","North Clayton High School","All Students","Math Section Score - New",2136539,65790,1791,162,516,461,430
"2017-18","631","Clayton County","2052","North Clayton High School","All Students","Reading Test  Score - New",2136539,65796,1791,162,270,247,234
"2017-18","631","Clayton County","2052","North Clayton High School","All Students","WritLang Test  Score - New",2136539,65799,1791,162,266,242,227
"2017-18","631","Clayton County","4058","Morrow High School","All Students","Combined Test Score",2136539,65795,1791,181,1052,950,1012
"2017-18","631","Clayton County","4058","Morrow High School","All Students","Essay Analysis Score - New",1449142,28569,510,43,4,3,4
"2017-18","631","Clayton County","4058","Morrow High School","All Students","Essay Reading Score - New",1449142,28569,510,43,5,5,5
"2017-18","631","Clayton County","4058","Morrow High School","All Students","Essay Total",1449142,28569,510,43,13,13,14
"2017-18","631","Clayton County","4058","Morrow High School","All Students","Essay Writing Score - New",1449142,28569,510,43,5,5,5
"2017-18","631","Clayton County","4058","Morrow High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,1791,181,536,489,519
