,SCH_NAME,LEAID
26218,Americus Sumter High School (Old Americus-Sumter HS S),1304620
26219,Sumter County Intermediate School,1304620
26220,Americus Sumter 9th Grade Academy,1304620
26221,Sumter County Elementary School,1304620
26222,Sumter County Middle School,1304620
26223,Sumter County Primary School,1304620
26224,Furlow Charter School,1304620
26225,Central Elementary/High School,1304650
26226,Taliaferro County School,1304680
26227,Tattnall County High School,1304770
26228,Reidsville Middle School,1304770
26229,Glennville Middle School,1304770
26230,Collins Elementary School,1304770
26231,Collins Middle School,1304770
26232,Glennville Elementary School,1304770
26233,Reidsville Elementary School,1304770
26234,Taylor County Upper Elementary,1304800
26235,Taylor County Middle School,1304800
26236,Taylor County High School,1304800
26237,Taylor County Primary School,1304800
26238,Georgia Center,1304800
26239,Telfair County Middle School,1304830
26240,Telfair County High School,1304830
26241,Telfair County Elementary,1304830
26242,Telfair Alternative Preparation School (TAPS),1304830
26243,Terrell High School,1304860
26244,Cooper-Carver Elementary School,1304860
26245,Terrell Middle School,1304860
26246,Cross Creek Elementary School,1304890
26247,Garrison-Pilcher Elementary School,1304890
26248,Thomas County Central High School,1304890
26249,Thomas County Middle School,1304890
26250,Bishop Hall Charter School,1304890
26251,Hand In Hand Primary,1304890
26252,The Renaissance Center for Academic and Career Development,1304890
26253,Jerger Elementary School,1304950
26254,Thomasville High School,1304950
26255,Harper Elementary School,1304950
26256,Scott Elementary School,1304950
26257,MacIntyre Park Middle School,1304950
26258,G. O. Bailey Primary School,1304980
26259,Annie Belle Clark Primary School,1304980
26260,Northside Primary School,1304980
26261,Len Lastinger Primary School,1304980
26262,J. T. Reddick School,1304980
26263,Charles Spencer Elementary School,1304980
26264,Matt Wilson Elementary School,1304980
26265,Omega Elementary School,1304980
26266,Northeast Campus- Tift County High School,1304980
26267,Tift County High School,1304980
26268,Eighth Street Middle School,1304980
26269,Toombs Central Elementary School,1305040
26270,Toombs County High School,1305040
26271,Toombs County Middle School,1305040
26272,Lyons Primary School,1305040
26273,Lyons Upper Elementary,1305040
26274,Towns County Elementary School,1305070
26275,Towns County Middle School,1305070
26276,Towns County High School,1305070
26277,Treutlen Middle/High School,1305100
26278,Treutlen Elementary School,1305100
26279,Trion Elementary School,1305130
26280,Trion Middle School,1305130
26281,Trion High School,1305130
26282,Turner County Middle School,1305190
26283,Turner County High School,1305190
26284,Turner County Specialty School,1305190
26285,Turner County Elementary School,1305190
26286,Twiggs County High School,1305220
26287,Twiggs Middle School,1305220
26288,Jeffersonville Elementary,1305220
26289,Union County Primary School,1305250
26290,Union County High School,1305250
26291,Woody Gap High/Elementary School,1305250
26292,Union County Elementary School,1305250
26293,Union County Middle School,1305250
26294,Upson-Lee Middle School,1305280
26295,Upson-Lee High School,1305280
26296,Upson-Lee Elementary School,1305280
26297,Upson-Lee Primary School,1305280
26298,Newbern Middle School,1305310
26299,J. L. Lomax Elementary School,1305310
26300,W.G. Nunn Elementary,1305310
26301,Valdosta High School,1305310
26302,Valdosta Middle School,1305310
26303,Pinevale Elementary School,1305310
26304,Sallas Mahone Elementary,1305310
26305,S.L. Mason Elementary School,1305310
26306,Sally Dailey Meadows Elementary School,1305340
26307,J. D. Dickerson Primary School,1305340
26308,Vidalia Comprehensive High School,1305340
26309,J. R. Trippe Middle School,1305340
26310,Rossville Elementary School,1305370
26311,Gilbert Elementary School,1305370
26312,LaFayette Middle School,1305370
26313,Fairyland Elementary School,1305370
26314,Naomi Elementary School,1305370
26315,North LaFayette Elementary School,1305370
26316,Chattanooga Valley Elementary School,1305370
26317,Stone Creek Elementary School,1305370
26318,Rock Spring Elementary School,1305370
26319,Ridgeland High School,1305370
26320,LaFayette High School,1305370
26321,Cherokee Ridge Elementary,1305370
26322,Chattanooga Valley Middle School,1305370
26323,Rossville Middle School,1305370
26324,Saddle Ridge Elementary and Middle School,1305370
26325,Carver Middle School,1305390
26326,Walnut Grove Elementary School,1305390
26327,Bay Creek Elementary School,1305390
26328,Loganville Middle School,1305390
26329,Walker Park Elementary School,1305390
26330,Harmony Elementary School,1305390
26331,Monroe Area High School,1305390
26332,Loganville Elementary School,1305390
26333,Loganville High School,1305390
26334,Atha Road Elementary School,1305390
26335,Youth Elementary School,1305390
26336,Youth Middle School,1305390
26337,Monroe Elementary,1305390
26338,Sharon Elementary School,1305390
26339,Walnut Grove High School,1305390
26340,Williams Heights Elementary School,1305430
26341,Center Elementary School,1305430
26342,Ruskin Elementary School,1305430
26343,Wacona Elementary School,1305430
26344,Waresboro Elementary School,1305430
26345,Memorial Drive Elementary School,1305430
26346,Ware County High School,1305430
26347,Ware County Middle School,1305430
26348,Waycross Middle School,1305430
26349,Warren County High School,1305460
26350,Freeman Elementary School,1305460
26351,Warren County Middle School,1305460
26352,Ridge Road Primary School,1305490
26353,Washington County High School,1305490
26354,Ridge Road Elementary School,1305490
26355,T. J. Elder Middle School,1305490
26356,Martha Puckett Middle School,1305550
26357,Arthur Williams Middle School,1305550
26358,Martha Rawls Smith Elementary School,1305550
26359,Bacon Elementary School,1305550
26360,Jesup Elementary School,1305550
26361,Odum Elementary School,1305550
26362,Wayne County High School,1305550
26363,Screven Elementary School,1305550
26364,Webster County Elementary/Middle School,1305580
26365,Webster County High School,1305580
26366,Wheeler County High School,1305640
26367,Wheeler County Elementary School,1305640
26368,Wheeler County Middle School,1305640
26369,White County Middle School,1305670
26370,White County High School,1305670
26371,Tesnatee Gap Elementary (Old White Co. Intermediate),1305670
26372,Jack P Nix Elementary School,1305670
26373,Mount Yonah Elementary School,1305670
26374,White County 9th Grade Academy,1305670
26375,Mossy Creek Elementary School,1305670
26376,Phoenix High School,1305700
26377,Eastbrook Middle School,1305700
26378,Southeast Whitfield County High School,1305700
26379,Northwest Whitfield County High School,1305700
26380,Westside Middle School,1305700
26381,Valley Point Middle School,1305700
26382,North Whitfield Middle School,1305700
26383,Tunnel Hill Elementary School,1305700
26384,Valley Point Elementary School,1305700
26385,Dug Gap Elementary School,1305700
26386,Dawnville Elementary School,1305700
26387,Westside Elementary School,1305700
26388,Pleasant Grove Elementary School,1305700
26389,Cohutta Elementary School,1305700
26390,Varnell Elementary School,1305700
26391,Eastside Elementary School,1305700
26392,Antioch Elementary School,1305700
26393,New Hope Elementary School,1305700
26394,New Hope Middle School,1305700
26395,Beaverdale Elementary School,1305700
26396,Cedar Ridge Elementary,1305700
26397,Coahulla Creek High School,1305700
26398,Wilcox County Elementary School,1305730
26399,Wilcox County High School,1305730
26400,Wilcox County Middle School,1305730
26401,Washington-Wilkes Primary School,1305760
26402,Washington-Wilkes Elementary School,1305760
26403,Washington-Wilkes Comprehensive High School,1305760
26404,Washington-Wilkes Middle School,1305760
26405,Wilkinson County High School,1305790
26406,Wilkinson County Primary School,1305790
26407,Wilkinson County Middle School,1305790
26408,Wilkinson County Elementary School,1305790
26409,Worth County Middle School,1305850
26410,Worth County Primary School,1305850
26411,Worth County High School,1305850
26412,Worth County Elementary School,1305850
26413,Worth County Achievement Center,1305850
