"LONG_SCHOOL_YEAR","SCHOOL_DISTRCT_CD","SCHOOL_DSTRCT_NM","INSTN_NUMBER","INSTN_NAME","SUBGRP_DESC","TEST_CMPNT_TYP_CD","NATIONAL_NUM_TESTED_CNT","STATE_NUM_TESTED_CNT","DSTRCT_NUM_TESTED_CNT","INSTN_NUM_TESTED_CNT","NATIONAL_AVG_SCORE_VAL","STATE_AVG_SCORE_VAL","DSTRCT_AVG_SCORE_VAL","INSTN_AVG_SCORE_VAL"
"2017-18","666","Greene County","0401","Greene County High School","All Students","Reading",1914817,45076,50,50,21.3,21.7,16.3,16.3
"2017-18","666","Greene County","0401","Greene County High School","All Students","Science",1914817,45077,50,50,20.7,21,16.7,16.7
"2017-18","666","Greene County","0401","Greene County High School","All Students","Writing Subscore",903603,14029,10,10,6.5,6.9,6.1,6.1
"2017-18","667","Gwinnett County","0101","Grayson High School","All Students","Composite",1914817,45081,4231,312,20.8,21,22.6,21.6
"2017-18","667","Gwinnett County","0101","Grayson High School","All Students","English",1914817,45077,4231,312,20.2,20.4,22,21.3
"2017-18","667","Gwinnett County","0101","Grayson High School","All Students","Mathematics",1914817,45080,4231,312,20.5,20.4,22.4,21.2
"2017-18","667","Gwinnett County","0101","Grayson High School","All Students","Reading",1914817,45076,4231,312,21.3,21.7,23,22
"2017-18","667","Gwinnett County","0101","Grayson High School","All Students","Science",1914817,45077,4231,312,20.7,21,22.5,21.6
"2017-18","667","Gwinnett County","0101","Grayson High School","All Students","Writing Subscore",903603,14029,1450,98,6.5,6.9,7.5,7.1
"2017-18","667","Gwinnett County","0103","Norcross High School","All Students","Composite",1914817,45081,4231,229,20.8,21,22.6,22.8
"2017-18","667","Gwinnett County","0103","Norcross High School","All Students","English",1914817,45077,4231,229,20.2,20.4,22,22.1
"2017-18","667","Gwinnett County","0103","Norcross High School","All Students","Mathematics",1914817,45080,4231,229,20.5,20.4,22.4,22.6
"2017-18","667","Gwinnett County","0103","Norcross High School","All Students","Reading",1914817,45076,4231,229,21.3,21.7,23,23.3
"2017-18","667","Gwinnett County","0103","Norcross High School","All Students","Science",1914817,45077,4231,229,20.7,21,22.5,22.7
"2017-18","667","Gwinnett County","0103","Norcross High School","All Students","Writing Subscore",903603,14029,1450,94,6.5,6.9,7.5,7.6
"2017-18","667","Gwinnett County","0105","Mill Creek High School","All Students","Composite",1914817,45081,4231,365,20.8,21,22.6,23.5
"2017-18","667","Gwinnett County","0105","Mill Creek High School","All Students","English",1914817,45077,4231,365,20.2,20.4,22,22.8
"2017-18","667","Gwinnett County","0105","Mill Creek High School","All Students","Mathematics",1914817,45080,4231,365,20.5,20.4,22.4,23.5
"2017-18","667","Gwinnett County","0105","Mill Creek High School","All Students","Reading",1914817,45076,4231,365,21.3,21.7,23,23.9
"2017-18","667","Gwinnett County","0105","Mill Creek High School","All Students","Science",1914817,45077,4231,365,20.7,21,22.5,23.3
"2017-18","667","Gwinnett County","0105","Mill Creek High School","All Students","Writing Subscore",903603,14029,1450,97,6.5,6.9,7.5,7.6
"2017-18","667","Gwinnett County","0176","Parkview High School","All Students","Composite",1914817,45081,4231,252,20.8,21,22.6,23.7
"2017-18","667","Gwinnett County","0176","Parkview High School","All Students","English",1914817,45077,4231,252,20.2,20.4,22,23.4
"2017-18","667","Gwinnett County","0176","Parkview High School","All Students","Mathematics",1914817,45080,4231,252,20.5,20.4,22.4,23.6
"2017-18","667","Gwinnett County","0176","Parkview High School","All Students","Reading",1914817,45076,4231,252,21.3,21.7,23,23.9
"2017-18","667","Gwinnett County","0176","Parkview High School","All Students","Science",1914817,45077,4231,252,20.7,21,22.5,23.6
"2017-18","667","Gwinnett County","0176","Parkview High School","All Students","Writing Subscore",903603,14029,1450,91,6.5,6.9,7.5,7.4
"2017-18","667","Gwinnett County","0182","Brookwood High School","All Students","Composite",1914817,45081,4231,409,20.8,21,22.6,24.4
"2017-18","667","Gwinnett County","0182","Brookwood High School","All Students","English",1914817,45077,4231,409,20.2,20.4,22,23.9
"2017-18","667","Gwinnett County","0182","Brookwood High School","All Students","Mathematics",1914817,45080,4231,409,20.5,20.4,22.4,24.2
"2017-18","667","Gwinnett County","0182","Brookwood High School","All Students","Reading",1914817,45076,4231,409,21.3,21.7,23,24.7
"2017-18","667","Gwinnett County","0182","Brookwood High School","All Students","Science",1914817,45077,4231,409,20.7,21,22.5,24.1
"2017-18","667","Gwinnett County","0182","Brookwood High School","All Students","Writing Subscore",903603,14029,1450,158,6.5,6.9,7.5,7.9
"2017-18","667","Gwinnett County","0185","Shiloh High School","All Students","Composite",1914817,45081,4231,173,20.8,21,22.6,19.1
"2017-18","667","Gwinnett County","0185","Shiloh High School","All Students","English",1914817,45077,4231,173,20.2,20.4,22,18
"2017-18","667","Gwinnett County","0185","Shiloh High School","All Students","Mathematics",1914817,45080,4231,173,20.5,20.4,22.4,19
"2017-18","667","Gwinnett County","0185","Shiloh High School","All Students","Reading",1914817,45076,4231,173,21.3,21.7,23,19.6
"2017-18","667","Gwinnett County","0185","Shiloh High School","All Students","Science",1914817,45077,4231,173,20.7,21,22.5,19.2
"2017-18","667","Gwinnett County","0185","Shiloh High School","All Students","Writing Subscore",903603,14029,1450,42,6.5,6.9,7.5,6.7
"2017-18","667","Gwinnett County","0187","Meadowcreek High School","All Students","Composite",1914817,45081,4231,137,20.8,21,22.6,19.2
"2017-18","667","Gwinnett County","0187","Meadowcreek High School","All Students","English",1914817,45077,4231,137,20.2,20.4,22,17.7
"2017-18","667","Gwinnett County","0187","Meadowcreek High School","All Students","Mathematics",1914817,45080,4231,137,20.5,20.4,22.4,19.3
"2017-18","667","Gwinnett County","0187","Meadowcreek High School","All Students","Reading",1914817,45076,4231,137,21.3,21.7,23,19.4
"2017-18","667","Gwinnett County","0187","Meadowcreek High School","All Students","Science",1914817,45077,4231,137,20.7,21,22.5,19.7
"2017-18","667","Gwinnett County","0187","Meadowcreek High School","All Students","Writing Subscore",903603,14029,1450,57,6.5,6.9,7.5,6.5
"2017-18","667","Gwinnett County","0189","Phoenix High School","All Students","Composite",1914817,45081,4231,1,20.8,21,22.6,
"2017-18","667","Gwinnett County","0189","Phoenix High School","All Students","English",1914817,45077,4231,1,20.2,20.4,22,
"2017-18","667","Gwinnett County","0189","Phoenix High School","All Students","Mathematics",1914817,45080,4231,1,20.5,20.4,22.4,
"2017-18","667","Gwinnett County","0189","Phoenix High School","All Students","Reading",1914817,45076,4231,1,21.3,21.7,23,
"2017-18","667","Gwinnett County","0189","Phoenix High School","All Students","Science",1914817,45077,4231,1,20.7,21,22.5,
"2017-18","667","Gwinnett County","0189","Phoenix High School","All Students","Writing Subscore",903603,14029,1450,1,6.5,6.9,7.5,
"2017-18","667","Gwinnett County","0195","Collins Hill High School","All Students","Composite",1914817,45081,4231,244,20.8,21,22.6,22.6
"2017-18","667","Gwinnett County","0195","Collins Hill High School","All Students","English",1914817,45077,4231,244,20.2,20.4,22,21.6
"2017-18","667","Gwinnett County","0195","Collins Hill High School","All Students","Mathematics",1914817,45080,4231,244,20.5,20.4,22.4,22.5
"2017-18","667","Gwinnett County","0195","Collins Hill High School","All Students","Reading",1914817,45076,4231,244,21.3,21.7,23,22.9
"2017-18","667","Gwinnett County","0195","Collins Hill High School","All Students","Science",1914817,45077,4231,244,20.7,21,22.5,22.7
"2017-18","667","Gwinnett County","0195","Collins Hill High School","All Students","Writing Subscore",903603,14029,1450,80,6.5,6.9,7.5,7.5
"2017-18","667","Gwinnett County","0805","Peachtree Ridge High School","All Students","Composite",1914817,45081,4231,326,20.8,21,22.6,23.1
"2017-18","667","Gwinnett County","0805","Peachtree Ridge High School","All Students","English",1914817,45077,4231,326,20.2,20.4,22,22.9
"2017-18","667","Gwinnett County","0805","Peachtree Ridge High School","All Students","Mathematics",1914817,45080,4231,326,20.5,20.4,22.4,22.8
"2017-18","667","Gwinnett County","0805","Peachtree Ridge High School","All Students","Reading",1914817,45076,4231,326,21.3,21.7,23,23.5
"2017-18","667","Gwinnett County","0805","Peachtree Ridge High School","All Students","Science",1914817,45077,4231,326,20.7,21,22.5,22.7
"2017-18","667","Gwinnett County","0805","Peachtree Ridge High School","All Students","Writing Subscore",903603,14029,1450,112,6.5,6.9,7.5,7.6
"2017-18","667","Gwinnett County","1018","Lanier High School","All Students","Composite",1914817,45081,4231,106,20.8,21,22.6,21.7
"2017-18","667","Gwinnett County","1018","Lanier High School","All Students","English",1914817,45077,4231,106,20.2,20.4,22,21
"2017-18","667","Gwinnett County","1018","Lanier High School","All Students","Mathematics",1914817,45080,4231,106,20.5,20.4,22.4,21.2
"2017-18","667","Gwinnett County","1018","Lanier High School","All Students","Reading",1914817,45076,4231,106,21.3,21.7,23,22.5
"2017-18","667","Gwinnett County","1018","Lanier High School","All Students","Science",1914817,45077,4231,106,20.7,21,22.5,22
"2017-18","667","Gwinnett County","1018","Lanier High School","All Students","Writing Subscore",903603,14029,1450,39,6.5,6.9,7.5,7.1
"2017-18","667","Gwinnett County","1019","Gwinnett School of Mathematics, Science and Technology","All Students","Composite",1914817,45081,4231,95,20.8,21,22.6,30
"2017-18","667","Gwinnett County","1019","Gwinnett School of Mathematics, Science and Technology","All Students","English",1914817,45077,4231,95,20.2,20.4,22,30
"2017-18","667","Gwinnett County","1019","Gwinnett School of Mathematics, Science and Technology","All Students","Mathematics",1914817,45080,4231,95,20.5,20.4,22.4,29.8
"2017-18","667","Gwinnett County","1019","Gwinnett School of Mathematics, Science and Technology","All Students","Reading",1914817,45076,4231,95,21.3,21.7,23,30.1
"2017-18","667","Gwinnett County","1019","Gwinnett School of Mathematics, Science and Technology","All Students","Science",1914817,45077,4231,95,20.7,21,22.5,29.7
"2017-18","667","Gwinnett County","1019","Gwinnett School of Mathematics, Science and Technology","All Students","Writing Subscore",903603,14029,1450,67,6.5,6.9,7.5,8.2
"2017-18","667","Gwinnett County","1050","Berkmar High School","All Students","Composite",1914817,45081,4231,119,20.8,21,22.6,19.9
"2017-18","667","Gwinnett County","1050","Berkmar High School","All Students","English",1914817,45077,4231,119,20.2,20.4,22,19.3
"2017-18","667","Gwinnett County","1050","Berkmar High School","All Students","Mathematics",1914817,45080,4231,119,20.5,20.4,22.4,19.7
"2017-18","667","Gwinnett County","1050","Berkmar High School","All Students","Reading",1914817,45076,4231,119,21.3,21.7,23,20.4
"2017-18","667","Gwinnett County","1050","Berkmar High School","All Students","Science",1914817,45077,4231,119,20.7,21,22.5,19.9
"2017-18","667","Gwinnett County","1050","Berkmar High School","All Students","Writing Subscore",903603,14029,1450,34,6.5,6.9,7.5,7
"2017-18","667","Gwinnett County","1212","Gwinnett Online Campus","All Students","Composite",1914817,45081,4231,12,20.8,21,22.6,22.6
"2017-18","667","Gwinnett County","1212","Gwinnett Online Campus","All Students","English",1914817,45077,4231,12,20.2,20.4,22,23.1
"2017-18","667","Gwinnett County","1212","Gwinnett Online Campus","All Students","Mathematics",1914817,45080,4231,12,20.5,20.4,22.4,20.9
"2017-18","667","Gwinnett County","1212","Gwinnett Online Campus","All Students","Reading",1914817,45076,4231,12,21.3,21.7,23,24.8
"2017-18","667","Gwinnett County","1212","Gwinnett Online Campus","All Students","Science",1914817,45077,4231,12,20.7,21,22.5,21.2
"2017-18","667","Gwinnett County","1212","Gwinnett Online Campus","All Students","Writing Subscore",903603,14029,1450,2,6.5,6.9,7.5,
"2017-18","667","Gwinnett County","1410","Mountain View High School","All Students","Composite",1914817,45081,4231,203,20.8,21,22.6,22.9
"2017-18","667","Gwinnett County","1410","Mountain View High School","All Students","English",1914817,45077,4231,203,20.2,20.4,22,22.5
"2017-18","667","Gwinnett County","1410","Mountain View High School","All Students","Mathematics",1914817,45080,4231,203,20.5,20.4,22.4,22.4
"2017-18","667","Gwinnett County","1410","Mountain View High School","All Students","Reading",1914817,45076,4231,203,21.3,21.7,23,23.7
"2017-18","667","Gwinnett County","1410","Mountain View High School","All Students","Science",1914817,45077,4231,203,20.7,21,22.5,22.5
"2017-18","667","Gwinnett County","1410","Mountain View High School","All Students","Writing Subscore",903603,14029,1450,76,6.5,6.9,7.5,7.7
"2017-18","667","Gwinnett County","1710","Archer High School","All Students","Composite",1914817,45081,4231,212,20.8,21,22.6,21.6
"2017-18","667","Gwinnett County","1710","Archer High School","All Students","English",1914817,45077,4231,212,20.2,20.4,22,21
"2017-18","667","Gwinnett County","1710","Archer High School","All Students","Mathematics",1914817,45080,4231,212,20.5,20.4,22.4,21
"2017-18","667","Gwinnett County","1710","Archer High School","All Students","Reading",1914817,45076,4231,212,21.3,21.7,23,22.1
"2017-18","667","Gwinnett County","1710","Archer High School","All Students","Science",1914817,45077,4231,212,20.7,21,22.5,21.9
"2017-18","667","Gwinnett County","1710","Archer High School","All Students","Writing Subscore",903603,14029,1450,61,6.5,6.9,7.5,7.7
"2017-18","667","Gwinnett County","1814","Discovery High School","All Students","Composite",1914817,45081,4231,106,20.8,21,22.6,20.4
"2017-18","667","Gwinnett County","1814","Discovery High School","All Students","English",1914817,45077,4231,106,20.2,20.4,22,19.5
"2017-18","667","Gwinnett County","1814","Discovery High School","All Students","Mathematics",1914817,45080,4231,106,20.5,20.4,22.4,20.4
"2017-18","667","Gwinnett County","1814","Discovery High School","All Students","Reading",1914817,45076,4231,106,21.3,21.7,23,20.8
"2017-18","667","Gwinnett County","1814","Discovery High School","All Students","Science",1914817,45077,4231,106,20.7,21,22.5,20.6
"2017-18","667","Gwinnett County","1814","Discovery High School","All Students","Writing Subscore",903603,14029,1450,33,6.5,6.9,7.5,7.7
"2017-18","667","Gwinnett County","2558","South Gwinnett High School","All Students","Composite",1914817,45081,4231,163,20.8,21,22.6,18.6
"2017-18","667","Gwinnett County","2558","South Gwinnett High School","All Students","English",1914817,45077,4231,163,20.2,20.4,22,17.5
"2017-18","667","Gwinnett County","2558","South Gwinnett High School","All Students","Mathematics",1914817,45080,4231,163,20.5,20.4,22.4,17.9
"2017-18","667","Gwinnett County","2558","South Gwinnett High School","All Students","Reading",1914817,45076,4231,163,21.3,21.7,23,19.6
"2017-18","667","Gwinnett County","2558","South Gwinnett High School","All Students","Science",1914817,45077,4231,163,20.7,21,22.5,18.8
"2017-18","667","Gwinnett County","2558","South Gwinnett High School","All Students","Writing Subscore",903603,14029,1450,39,6.5,6.9,7.5,6.8
"2017-18","667","Gwinnett County","3750","Central Gwinnett High School","All Students","Composite",1914817,45081,4231,91,20.8,21,22.6,19
"2017-18","667","Gwinnett County","3750","Central Gwinnett High School","All Students","English",1914817,45077,4231,91,20.2,20.4,22,17.5
"2017-18","667","Gwinnett County","3750","Central Gwinnett High School","All Students","Mathematics",1914817,45080,4231,91,20.5,20.4,22.4,18.9
"2017-18","667","Gwinnett County","3750","Central Gwinnett High School","All Students","Reading",1914817,45076,4231,91,21.3,21.7,23,19.3
"2017-18","667","Gwinnett County","3750","Central Gwinnett High School","All Students","Science",1914817,45077,4231,91,20.7,21,22.5,19.5
"2017-18","667","Gwinnett County","3750","Central Gwinnett High School","All Students","Writing Subscore",903603,14029,1450,29,6.5,6.9,7.5,6.8
"2017-18","667","Gwinnett County","4052","Dacula High School","All Students","Composite",1914817,45081,4231,94,20.8,21,22.6,21.8
"2017-18","667","Gwinnett County","4052","Dacula High School","All Students","English",1914817,45077,4231,94,20.2,20.4,22,20.8
"2017-18","667","Gwinnett County","4052","Dacula High School","All Students","Mathematics",1914817,45080,4231,94,20.5,20.4,22.4,21.8
"2017-18","667","Gwinnett County","4052","Dacula High School","All Students","Reading",1914817,45076,4231,94,21.3,21.7,23,22
"2017-18","667","Gwinnett County","4052","Dacula High School","All Students","Science",1914817,45077,4231,94,20.7,21,22.5,22
"2017-18","667","Gwinnett County","4052","Dacula High School","All Students","Writing Subscore",903603,14029,1450,29,6.5,6.9,7.5,7.1
"2017-18","667","Gwinnett County","4556","North Gwinnett High School","All Students","Composite",1914817,45081,4231,410,20.8,21,22.6,25
"2017-18","667","Gwinnett County","4556","North Gwinnett High School","All Students","English",1914817,45077,4231,410,20.2,20.4,22,25.3
"2017-18","667","Gwinnett County","4556","North Gwinnett High School","All Students","Mathematics",1914817,45080,4231,410,20.5,20.4,22.4,25.1
"2017-18","667","Gwinnett County","4556","North Gwinnett High School","All Students","Reading",1914817,45076,4231,410,21.3,21.7,23,25
"2017-18","667","Gwinnett County","4556","North Gwinnett High School","All Students","Science",1914817,45077,4231,410,20.7,21,22.5,24.3
"2017-18","667","Gwinnett County","4556","North Gwinnett High School","All Students","Writing Subscore",903603,14029,1450,151,6.5,6.9,7.5,7.4
"2017-18","667","Gwinnett County","5550","Duluth High School","All Students","Composite",1914817,45081,4231,172,20.8,21,22.6,22.3
"2017-18","667","Gwinnett County","5550","Duluth High School","All Students","English",1914817,45077,4231,172,20.2,20.4,22,21
"2017-18","667","Gwinnett County","5550","Duluth High School","All Students","Mathematics",1914817,45080,4231,172,20.5,20.4,22.4,22.1
"2017-18","667","Gwinnett County","5550","Duluth High School","All Students","Reading",1914817,45076,4231,172,21.3,21.7,23,23
"2017-18","667","Gwinnett County","5550","Duluth High School","All Students","Science",1914817,45077,4231,172,20.7,21,22.5,22.5
"2017-18","667","Gwinnett County","5550","Duluth High School","All Students","Writing Subscore",903603,14029,1450,60,6.5,6.9,7.5,7.7
"2017-18","668","Habersham County","2052","Habersham Central High School","All Students","Composite",1914817,45081,53,53,20.8,21,21.2,21.2
"2017-18","668","Habersham County","2052","Habersham Central High School","All Students","English",1914817,45077,53,53,20.2,20.4,20.6,20.6
"2017-18","668","Habersham County","2052","Habersham Central High School","All Students","Mathematics",1914817,45080,53,53,20.5,20.4,20.5,20.5
"2017-18","668","Habersham County","2052","Habersham Central High School","All Students","Reading",1914817,45076,53,53,21.3,21.7,22.2,22.2
"2017-18","668","Habersham County","2052","Habersham Central High School","All Students","Science",1914817,45077,53,53,20.7,21,20.9,20.9
"2017-18","668","Habersham County","2052","Habersham Central High School","All Students","Writing Subscore",903603,14029,12,12,6.5,6.9,7.6,7.6
"2017-18","669","Hall County","0102","Chestatee High School","All Students","Composite",1914817,45081,554,69,20.8,21,20.9,21.1
"2017-18","669","Hall County","0102","Chestatee High School","All Students","English",1914817,45077,554,69,20.2,20.4,20,20.2
"2017-18","669","Hall County","0102","Chestatee High School","All Students","Mathematics",1914817,45080,554,69,20.5,20.4,20.5,20.8
"2017-18","669","Hall County","0102","Chestatee High School","All Students","Reading",1914817,45076,554,69,21.3,21.7,21.5,21.6
"2017-18","669","Hall County","0102","Chestatee High School","All Students","Science",1914817,45077,554,69,20.7,21,20.9,21.5
"2017-18","669","Hall County","0102","Chestatee High School","All Students","Writing Subscore",903603,14029,154,19,6.5,6.9,6.7,7
"2017-18","669","Hall County","0105","Lanier Career Academy","All Students","Composite",1914817,45081,554,1,20.8,21,20.9,
"2017-18","669","Hall County","0105","Lanier Career Academy","All Students","English",1914817,45077,554,1,20.2,20.4,20,
"2017-18","669","Hall County","0105","Lanier Career Academy","All Students","Mathematics",1914817,45080,554,1,20.5,20.4,20.5,
"2017-18","669","Hall County","0105","Lanier Career Academy","All Students","Reading",1914817,45076,554,1,21.3,21.7,21.5,
"2017-18","669","Hall County","0105","Lanier Career Academy","All Students","Science",1914817,45077,554,1,20.7,21,20.9,
"2017-18","669","Hall County","0189","West Hall High School","All Students","Composite",1914817,45081,554,64,20.8,21,20.9,18.5
"2017-18","669","Hall County","0189","West Hall High School","All Students","English",1914817,45077,554,64,20.2,20.4,20,16.8
"2017-18","669","Hall County","0189","West Hall High School","All Students","Mathematics",1914817,45080,554,64,20.5,20.4,20.5,18.7
"2017-18","669","Hall County","0189","West Hall High School","All Students","Reading",1914817,45076,554,64,21.3,21.7,21.5,19.1
"2017-18","669","Hall County","0189","West Hall High School","All Students","Science",1914817,45077,554,64,20.7,21,20.9,18.9
"2017-18","669","Hall County","0189","West Hall High School","All Students","Writing Subscore",903603,14029,154,19,6.5,6.9,6.7,6.5
"2017-18","669","Hall County","0202","Flowery Branch High","All Students","Composite",1914817,45081,554,155,20.8,21,20.9,21.6
"2017-18","669","Hall County","0202","Flowery Branch High","All Students","English",1914817,45077,554,155,20.2,20.4,20,20.9
"2017-18","669","Hall County","0202","Flowery Branch High","All Students","Mathematics",1914817,45080,554,155,20.5,20.4,20.5,21.4
"2017-18","669","Hall County","0202","Flowery Branch High","All Students","Reading",1914817,45076,554,155,21.3,21.7,21.5,22.2
"2017-18","669","Hall County","0202","Flowery Branch High","All Students","Science",1914817,45077,554,155,20.7,21,20.9,21.5
"2017-18","669","Hall County","0202","Flowery Branch High","All Students","Writing Subscore",903603,14029,154,33,6.5,6.9,6.7,6.6
"2017-18","669","Hall County","1552","East Hall High School","All Students","Composite",1914817,45081,554,28,20.8,21,20.9,18.9
"2017-18","669","Hall County","1552","East Hall High School","All Students","English",1914817,45077,554,28,20.2,20.4,20,17.1
"2017-18","669","Hall County","1552","East Hall High School","All Students","Mathematics",1914817,45080,554,28,20.5,20.4,20.5,19.1
"2017-18","669","Hall County","1552","East Hall High School","All Students","Reading",1914817,45076,554,28,21.3,21.7,21.5,19.3
"2017-18","669","Hall County","1552","East Hall High School","All Students","Science",1914817,45077,554,28,20.7,21,20.9,19.1
"2017-18","669","Hall County","1552","East Hall High School","All Students","Writing Subscore",903603,14029,154,4,6.5,6.9,6.7,
"2017-18","669","Hall County","1556","North Hall High School","All Students","Composite",1914817,45081,554,139,20.8,21,20.9,22
"2017-18","669","Hall County","1556","North Hall High School","All Students","English",1914817,45077,554,139,20.2,20.4,20,21.9
"2017-18","669","Hall County","1556","North Hall High School","All Students","Mathematics",1914817,45080,554,139,20.5,20.4,20.5,21.1
"2017-18","669","Hall County","1556","North Hall High School","All Students","Reading",1914817,45076,554,139,21.3,21.7,21.5,23
"2017-18","669","Hall County","1556","North Hall High School","All Students","Science",1914817,45077,554,139,20.7,21,20.9,21.8
"2017-18","669","Hall County","1556","North Hall High School","All Students","Writing Subscore",903603,14029,154,36,6.5,6.9,6.7,7.3
"2017-18","669","Hall County","4752","Johnson High School","All Students","Composite",1914817,45081,554,98,20.8,21,20.9,19.9
"2017-18","669","Hall County","4752","Johnson High School","All Students","English",1914817,45077,554,98,20.2,20.4,20,18.6
"2017-18","669","Hall County","4752","Johnson High School","All Students","Mathematics",1914817,45080,554,98,20.5,20.4,20.5,19.7
"2017-18","669","Hall County","4752","Johnson High School","All Students","Reading",1914817,45076,554,98,21.3,21.7,21.5,20.6
"2017-18","669","Hall County","4752","Johnson High School","All Students","Science",1914817,45077,554,98,20.7,21,20.9,20.3
"2017-18","669","Hall County","4752","Johnson High School","All Students","Writing Subscore",903603,14029,154,43,6.5,6.9,6.7,6.5
"2017-18","670","Hancock County","0288","Hancock Central High School","All Students","Composite",1914817,45081,9,9,20.8,21,,
"2017-18","670","Hancock County","0288","Hancock Central High School","All Students","English",1914817,45077,9,9,20.2,20.4,,
"2017-18","670","Hancock County","0288","Hancock Central High School","All Students","Mathematics",1914817,45080,9,9,20.5,20.4,,
"2017-18","670","Hancock County","0288","Hancock Central High School","All Students","Reading",1914817,45076,9,9,21.3,21.7,,
"2017-18","670","Hancock County","0288","Hancock Central High School","All Students","Science",1914817,45077,9,9,20.7,21,,
"2017-18","671","Haralson County","3050","Haralson County High School","All Students","Composite",1914817,45081,21,21,20.8,21,21.4,21.4
"2017-18","671","Haralson County","3050","Haralson County High School","All Students","English",1914817,45077,21,21,20.2,20.4,21.3,21.3
"2017-18","671","Haralson County","3050","Haralson County High School","All Students","Mathematics",1914817,45080,21,21,20.5,20.4,19.6,19.6
"2017-18","671","Haralson County","3050","Haralson County High School","All Students","Reading",1914817,45076,21,21,21.3,21.7,22.7,22.7
"2017-18","671","Haralson County","3050","Haralson County High School","All Students","Science",1914817,45077,21,21,20.7,21,21.8,21.8
"2017-18","671","Haralson County","3050","Haralson County High School","All Students","Writing Subscore",903603,14029,4,4,6.5,6.9,,
"2017-18","672","Harris County","0299","Harris County High School","All Students","Composite",1914817,45081,214,214,20.8,21,20.3,20.3
"2017-18","672","Harris County","0299","Harris County High School","All Students","English",1914817,45077,214,214,20.2,20.4,19.5,19.5
"2017-18","672","Harris County","0299","Harris County High School","All Students","Mathematics",1914817,45080,214,214,20.5,20.4,19.4,19.4
"2017-18","672","Harris County","0299","Harris County High School","All Students","Reading",1914817,45076,214,214,21.3,21.7,21.3,21.3
"2017-18","672","Harris County","0299","Harris County High School","All Students","Science",1914817,45077,214,214,20.7,21,20.4,20.4
"2017-18","672","Harris County","0299","Harris County High School","All Students","Writing Subscore",903603,14029,41,41,6.5,6.9,6.5,6.5
"2017-18","673","Hart County","3050","Hart County High School","All Students","Composite",1914817,45081,82,82,20.8,21,19.5,19.5
"2017-18","673","Hart County","3050","Hart County High School","All Students","English",1914817,45077,82,82,20.2,20.4,18.6,18.6
"2017-18","673","Hart County","3050","Hart County High School","All Students","Mathematics",1914817,45080,82,82,20.5,20.4,18.5,18.5
"2017-18","673","Hart County","3050","Hart County High School","All Students","Reading",1914817,45076,82,82,21.3,21.7,20.5,20.5
"2017-18","673","Hart County","3050","Hart County High School","All Students","Science",1914817,45077,82,82,20.7,21,19.9,19.9
"2017-18","673","Hart County","3050","Hart County High School","All Students","Writing Subscore",903603,14029,18,18,6.5,6.9,5.9,5.9
"2017-18","674","Heard County","0110","Heard County High School","All Students","Composite",1914817,45081,41,41,20.8,21,19,19
"2017-18","674","Heard County","0110","Heard County High School","All Students","English",1914817,45077,41,41,20.2,20.4,18,18
"2017-18","674","Heard County","0110","Heard County High School","All Students","Mathematics",1914817,45080,41,41,20.5,20.4,18.5,18.5
"2017-18","674","Heard County","0110","Heard County High School","All Students","Reading",1914817,45076,41,41,21.3,21.7,19.5,19.5
"2017-18","674","Heard County","0110","Heard County High School","All Students","Science",1914817,45077,41,41,20.7,21,19.6,19.6
"2017-18","674","Heard County","0110","Heard County High School","All Students","Writing Subscore",903603,14029,5,5,6.5,6.9,,
"2017-18","675","Henry County","0101","Union Grove High","All Students","Composite",1914817,45081,1658,188,20.8,21,19.4,22.6
"2017-18","675","Henry County","0101","Union Grove High","All Students","English",1914817,45077,1656,188,20.2,20.4,18.6,22.5
"2017-18","675","Henry County","0101","Union Grove High","All Students","Mathematics",1914817,45080,1657,188,20.5,20.4,19,21.7
"2017-18","675","Henry County","0101","Union Grove High","All Students","Reading",1914817,45076,1656,188,21.3,21.7,20.1,23.1
"2017-18","675","Henry County","0101","Union Grove High","All Students","Science",1914817,45077,1656,188,20.7,21,19.6,22.6
"2017-18","675","Henry County","0101","Union Grove High","All Students","Writing Subscore",903603,14029,464,70,6.5,6.9,6.4,6.8
"2017-18","675","Henry County","0104","Luella High School","All Students","Composite",1914817,45081,1658,119,20.8,21,19.4,19
"2017-18","675","Henry County","0104","Luella High School","All Students","English",1914817,45077,1656,118,20.2,20.4,18.6,18.3
"2017-18","675","Henry County","0104","Luella High School","All Students","Mathematics",1914817,45080,1657,119,20.5,20.4,19,18.4
"2017-18","675","Henry County","0104","Luella High School","All Students","Reading",1914817,45076,1656,118,21.3,21.7,20.1,19.6
"2017-18","675","Henry County","0104","Luella High School","All Students","Science",1914817,45077,1656,118,20.7,21,19.6,19.3
"2017-18","675","Henry County","0104","Luella High School","All Students","Writing Subscore",903603,14029,464,28,6.5,6.9,6.4,6.2
"2017-18","675","Henry County","0105","Dutchtown High","All Students","Composite",1914817,45081,1658,176,20.8,21,19.4,18.5
"2017-18","675","Henry County","0105","Dutchtown High","All Students","English",1914817,45077,1656,176,20.2,20.4,18.6,17.6
"2017-18","675","Henry County","0105","Dutchtown High","All Students","Mathematics",1914817,45080,1657,176,20.5,20.4,19,18.4
"2017-18","675","Henry County","0105","Dutchtown High","All Students","Reading",1914817,45076,1656,176,21.3,21.7,20.1,18.9
