"LONG_SCHOOL_YEAR","SCHOOL_DISTRCT_CD","SCHOOL_DSTRCT_NM","INSTN_NUMBER","INSTN_NAME","SUBGRP_DESC","TEST_CMPNT_TYP_CD","NATIONAL_NUM_TESTED_CNT","STATE_NUM_TESTED_CNT","DSTRCT_NUM_TESTED_CNT","INSTN_NUM_TESTED_CNT","NATIONAL_AVG_SCORE_VAL","STATE_AVG_SCORE_VAL","DSTRCT_AVG_SCORE_VAL","INSTN_AVG_SCORE_VAL"
"2017-18","635","Colquitt County","1554","Colquitt County High School","All Students","Writing Subscore",903603,14029,42,38,6.5,6.9,5.9,5.9
"2017-18","636","Columbia County","0112","Grovetown High School","All Students","Composite",1914817,45081,497,88,20.8,21,22.8,21.5
"2017-18","636","Columbia County","0112","Grovetown High School","All Students","English",1914817,45077,497,88,20.2,20.4,22.2,20.3
"2017-18","636","Columbia County","0112","Grovetown High School","All Students","Mathematics",1914817,45080,497,88,20.5,20.4,22.2,21.4
"2017-18","636","Columbia County","0112","Grovetown High School","All Students","Reading",1914817,45076,497,88,21.3,21.7,23.6,22.3
"2017-18","636","Columbia County","0112","Grovetown High School","All Students","Science",1914817,45077,497,88,20.7,21,22.9,21.8
"2017-18","636","Columbia County","0112","Grovetown High School","All Students","Writing Subscore",903603,14029,157,23,6.5,6.9,6.9,6.8
"2017-18","636","Columbia County","0183","Harlem High School","All Students","Composite",1914817,45081,497,40,20.8,21,22.8,19.6
"2017-18","636","Columbia County","0183","Harlem High School","All Students","English",1914817,45077,497,40,20.2,20.4,22.2,18.1
"2017-18","636","Columbia County","0183","Harlem High School","All Students","Mathematics",1914817,45080,497,40,20.5,20.4,22.2,19.1
"2017-18","636","Columbia County","0183","Harlem High School","All Students","Reading",1914817,45076,497,40,21.3,21.7,23.6,21.5
"2017-18","636","Columbia County","0183","Harlem High School","All Students","Science",1914817,45077,497,40,20.7,21,22.9,19.3
"2017-18","636","Columbia County","0183","Harlem High School","All Students","Writing Subscore",903603,14029,157,13,6.5,6.9,6.9,6.1
"2017-18","636","Columbia County","0189","Lakeside High School","All Students","Composite",1914817,45081,497,128,20.8,21,22.8,24.6
"2017-18","636","Columbia County","0189","Lakeside High School","All Students","English",1914817,45077,497,128,20.2,20.4,22.2,24.6
"2017-18","636","Columbia County","0189","Lakeside High School","All Students","Mathematics",1914817,45080,497,128,20.5,20.4,22.2,23.7
"2017-18","636","Columbia County","0189","Lakeside High School","All Students","Reading",1914817,45076,497,128,21.3,21.7,23.6,25.3
"2017-18","636","Columbia County","0189","Lakeside High School","All Students","Science",1914817,45077,497,128,20.7,21,22.9,24.5
"2017-18","636","Columbia County","0189","Lakeside High School","All Students","Writing Subscore",903603,14029,157,45,6.5,6.9,6.9,7.3
"2017-18","636","Columbia County","0197","Greenbrier High School","All Students","Composite",1914817,45081,497,156,20.8,21,22.8,24.1
"2017-18","636","Columbia County","0197","Greenbrier High School","All Students","English",1914817,45077,497,156,20.2,20.4,22.2,23.6
"2017-18","636","Columbia County","0197","Greenbrier High School","All Students","Mathematics",1914817,45080,497,156,20.5,20.4,22.2,23.4
"2017-18","636","Columbia County","0197","Greenbrier High School","All Students","Reading",1914817,45076,497,156,21.3,21.7,23.6,24.5
"2017-18","636","Columbia County","0197","Greenbrier High School","All Students","Science",1914817,45077,497,156,20.7,21,22.9,24.5
"2017-18","636","Columbia County","0197","Greenbrier High School","All Students","Writing Subscore",903603,14029,157,47,6.5,6.9,6.9,7.1
"2017-18","636","Columbia County","4050","Evans High School","All Students","Composite",1914817,45081,497,85,20.8,21,22.8,20.6
"2017-18","636","Columbia County","4050","Evans High School","All Students","English",1914817,45077,497,85,20.2,20.4,22.2,20
"2017-18","636","Columbia County","4050","Evans High School","All Students","Mathematics",1914817,45080,497,85,20.5,20.4,22.2,19.7
"2017-18","636","Columbia County","4050","Evans High School","All Students","Reading",1914817,45076,497,85,21.3,21.7,23.6,21.4
"2017-18","636","Columbia County","4050","Evans High School","All Students","Science",1914817,45077,497,85,20.7,21,22.9,20.7
"2017-18","636","Columbia County","4050","Evans High School","All Students","Writing Subscore",903603,14029,157,29,6.5,6.9,6.9,6.6
"2017-18","637","Cook County","0111","Cook High School","All Students","Composite",1914817,45081,66,66,20.8,21,17.9,17.9
"2017-18","637","Cook County","0111","Cook High School","All Students","English",1914817,45077,66,66,20.2,20.4,16.5,16.5
"2017-18","637","Cook County","0111","Cook High School","All Students","Mathematics",1914817,45080,66,66,20.5,20.4,17.3,17.3
"2017-18","637","Cook County","0111","Cook High School","All Students","Reading",1914817,45076,66,66,21.3,21.7,18.6,18.6
"2017-18","637","Cook County","0111","Cook High School","All Students","Science",1914817,45077,66,66,20.7,21,18.6,18.6
"2017-18","637","Cook County","0111","Cook High School","All Students","Writing Subscore",903603,14029,10,10,6.5,6.9,5.9,5.9
"2017-18","638","Coweta County","0196","Northgate High School","All Students","Composite",1914817,45081,869,238,20.8,21,21.4,22.2
"2017-18","638","Coweta County","0196","Northgate High School","All Students","English",1914817,45077,869,238,20.2,20.4,20.9,21.8
"2017-18","638","Coweta County","0196","Northgate High School","All Students","Mathematics",1914817,45080,869,238,20.5,20.4,20.5,21.3
"2017-18","638","Coweta County","0196","Northgate High School","All Students","Reading",1914817,45076,869,238,21.3,21.7,22.1,22.8
"2017-18","638","Coweta County","0196","Northgate High School","All Students","Science",1914817,45077,869,238,20.7,21,21.5,22.5
"2017-18","638","Coweta County","0196","Northgate High School","All Students","Writing Subscore",903603,14029,282,73,6.5,6.9,6.7,6.7
"2017-18","638","Coweta County","0389","East Coweta High School","All Students","Composite",1914817,45081,869,388,20.8,21,21.4,21
"2017-18","638","Coweta County","0389","East Coweta High School","All Students","English",1914817,45077,869,388,20.2,20.4,20.9,20.4
"2017-18","638","Coweta County","0389","East Coweta High School","All Students","Mathematics",1914817,45080,869,388,20.5,20.4,20.5,20.1
"2017-18","638","Coweta County","0389","East Coweta High School","All Students","Reading",1914817,45076,869,388,21.3,21.7,22.1,21.8
"2017-18","638","Coweta County","0389","East Coweta High School","All Students","Science",1914817,45077,869,388,20.7,21,21.5,21.1
"2017-18","638","Coweta County","0389","East Coweta High School","All Students","Writing Subscore",903603,14029,282,117,6.5,6.9,6.7,6.6
"2017-18","638","Coweta County","5054","Newnan High School","All Students","Composite",1914817,45081,869,243,20.8,21,21.4,21.2
"2017-18","638","Coweta County","5054","Newnan High School","All Students","English",1914817,45077,869,243,20.2,20.4,20.9,20.8
"2017-18","638","Coweta County","5054","Newnan High School","All Students","Mathematics",1914817,45080,869,243,20.5,20.4,20.5,20.4
"2017-18","638","Coweta County","5054","Newnan High School","All Students","Reading",1914817,45076,869,243,21.3,21.7,22.1,21.9
"2017-18","638","Coweta County","5054","Newnan High School","All Students","Science",1914817,45077,869,243,20.7,21,21.5,21.1
"2017-18","638","Coweta County","5054","Newnan High School","All Students","Writing Subscore",903603,14029,282,92,6.5,6.9,6.7,6.7
"2017-18","639","Crawford County","0193","Crawford County High School","All Students","Composite",1914817,45081,26,26,20.8,21,19,19
"2017-18","639","Crawford County","0193","Crawford County High School","All Students","English",1914817,45077,26,26,20.2,20.4,19.2,19.2
"2017-18","639","Crawford County","0193","Crawford County High School","All Students","Mathematics",1914817,45080,26,26,20.5,20.4,18,18
"2017-18","639","Crawford County","0193","Crawford County High School","All Students","Reading",1914817,45076,26,26,21.3,21.7,20.1,20.1
"2017-18","639","Crawford County","0193","Crawford County High School","All Students","Science",1914817,45077,26,26,20.7,21,18.4,18.4
"2017-18","639","Crawford County","0193","Crawford County High School","All Students","Writing Subscore",903603,14029,9,9,6.5,6.9,,
"2017-18","640","Crisp County","0196","Crisp County High School","All Students","Composite",1914817,45081,61,61,20.8,21,17.5,17.5
"2017-18","640","Crisp County","0196","Crisp County High School","All Students","English",1914817,45077,61,61,20.2,20.4,16.4,16.4
"2017-18","640","Crisp County","0196","Crisp County High School","All Students","Mathematics",1914817,45080,61,61,20.5,20.4,16.8,16.8
"2017-18","640","Crisp County","0196","Crisp County High School","All Students","Reading",1914817,45076,61,61,21.3,21.7,18.4,18.4
"2017-18","640","Crisp County","0196","Crisp County High School","All Students","Science",1914817,45077,61,61,20.7,21,18,18
"2017-18","640","Crisp County","0196","Crisp County High School","All Students","Writing Subscore",903603,14029,9,9,6.5,6.9,,
"2017-18","641","Dade County","0195","Dade County High School","All Students","Composite",1914817,45081,78,78,20.8,21,20.3,20.3
"2017-18","641","Dade County","0195","Dade County High School","All Students","English",1914817,45077,78,78,20.2,20.4,19.4,19.4
"2017-18","641","Dade County","0195","Dade County High School","All Students","Mathematics",1914817,45080,78,78,20.5,20.4,19.4,19.4
"2017-18","641","Dade County","0195","Dade County High School","All Students","Reading",1914817,45076,78,78,21.3,21.7,21.4,21.4
"2017-18","641","Dade County","0195","Dade County High School","All Students","Science",1914817,45077,78,78,20.7,21,20.5,20.5
"2017-18","641","Dade County","0195","Dade County High School","All Students","Writing Subscore",903603,14029,16,16,6.5,6.9,6.8,6.8
"2017-18","642","Dawson County","0198","Dawson County High School","All Students","Composite",1914817,45081,99,99,20.8,21,20.5,20.5
"2017-18","642","Dawson County","0198","Dawson County High School","All Students","English",1914817,45077,99,99,20.2,20.4,19.4,19.4
"2017-18","642","Dawson County","0198","Dawson County High School","All Students","Mathematics",1914817,45080,99,99,20.5,20.4,19.9,19.9
"2017-18","642","Dawson County","0198","Dawson County High School","All Students","Reading",1914817,45076,99,99,21.3,21.7,21.7,21.7
"2017-18","642","Dawson County","0198","Dawson County High School","All Students","Science",1914817,45077,99,99,20.7,21,20.8,20.8
"2017-18","642","Dawson County","0198","Dawson County High School","All Students","Writing Subscore",903603,14029,17,17,6.5,6.9,6.2,6.2
"2017-18","643","Decatur County","3050","Bainbridge High School","All Students","Composite",1914817,45081,115,115,20.8,21,19.5,19.5
"2017-18","643","Decatur County","3050","Bainbridge High School","All Students","English",1914817,45077,115,115,20.2,20.4,19,19
"2017-18","643","Decatur County","3050","Bainbridge High School","All Students","Mathematics",1914817,45080,115,115,20.5,20.4,17.8,17.8
"2017-18","643","Decatur County","3050","Bainbridge High School","All Students","Reading",1914817,45076,115,115,21.3,21.7,20.5,20.5
"2017-18","643","Decatur County","3050","Bainbridge High School","All Students","Science",1914817,45077,115,115,20.7,21,20,20
"2017-18","643","Decatur County","3050","Bainbridge High School","All Students","Writing Subscore",903603,14029,25,25,6.5,6.9,6.1,6.1
"2017-18","644","DeKalb County","0103","Martin Luther King, Jr. High School","All Students","Composite",1914817,45081,2257,113,20.8,21,19.9,16.3
"2017-18","644","DeKalb County","0103","Martin Luther King, Jr. High School","All Students","English",1914817,45077,2257,113,20.2,20.4,19.4,15
"2017-18","644","DeKalb County","0103","Martin Luther King, Jr. High School","All Students","Mathematics",1914817,45080,2258,113,20.5,20.4,19.1,15.8
"2017-18","644","DeKalb County","0103","Martin Luther King, Jr. High School","All Students","Reading",1914817,45076,2257,113,21.3,21.7,20.7,17.2
"2017-18","644","DeKalb County","0103","Martin Luther King, Jr. High School","All Students","Science",1914817,45077,2257,113,20.7,21,19.8,17.1
"2017-18","644","DeKalb County","0103","Martin Luther King, Jr. High School","All Students","Writing Subscore",903603,14029,793,28,6.5,6.9,6.8,6.1
"2017-18","644","DeKalb County","0105","Miller Grove High School","All Students","Composite",1914817,45081,2257,96,20.8,21,19.9,16.5
"2017-18","644","DeKalb County","0105","Miller Grove High School","All Students","English",1914817,45077,2257,96,20.2,20.4,19.4,15.3
"2017-18","644","DeKalb County","0105","Miller Grove High School","All Students","Mathematics",1914817,45080,2258,96,20.5,20.4,19.1,16.8
"2017-18","644","DeKalb County","0105","Miller Grove High School","All Students","Reading",1914817,45076,2257,96,21.3,21.7,20.7,16.8
"2017-18","644","DeKalb County","0105","Miller Grove High School","All Students","Science",1914817,45077,2257,96,20.7,21,19.8,16.9
"2017-18","644","DeKalb County","0105","Miller Grove High School","All Students","Writing Subscore",903603,14029,793,29,6.5,6.9,6.8,5.8
"2017-18","644","DeKalb County","0172","Cedar Grove High School","All Students","Composite",1914817,45081,2257,80,20.8,21,19.9,16.9
"2017-18","644","DeKalb County","0172","Cedar Grove High School","All Students","English",1914817,45077,2257,80,20.2,20.4,19.4,15.5
"2017-18","644","DeKalb County","0172","Cedar Grove High School","All Students","Mathematics",1914817,45080,2258,80,20.5,20.4,19.1,17.2
"2017-18","644","DeKalb County","0172","Cedar Grove High School","All Students","Reading",1914817,45076,2257,80,21.3,21.7,20.7,17.1
"2017-18","644","DeKalb County","0172","Cedar Grove High School","All Students","Science",1914817,45077,2257,80,20.7,21,19.8,17.4
"2017-18","644","DeKalb County","0172","Cedar Grove High School","All Students","Writing Subscore",903603,14029,793,14,6.5,6.9,6.8,6.6
"2017-18","644","DeKalb County","0176","Redan High School","All Students","Composite",1914817,45081,2257,70,20.8,21,19.9,17.6
"2017-18","644","DeKalb County","0176","Redan High School","All Students","English",1914817,45077,2257,70,20.2,20.4,19.4,16.8
"2017-18","644","DeKalb County","0176","Redan High School","All Students","Mathematics",1914817,45080,2258,70,20.5,20.4,19.1,17
"2017-18","644","DeKalb County","0176","Redan High School","All Students","Reading",1914817,45076,2257,70,21.3,21.7,20.7,18.6
"2017-18","644","DeKalb County","0176","Redan High School","All Students","Science",1914817,45077,2257,70,20.7,21,19.8,17.5
"2017-18","644","DeKalb County","0176","Redan High School","All Students","Writing Subscore",903603,14029,793,23,6.5,6.9,6.8,6.1
"2017-18","644","DeKalb County","0202","Lithonia High School","All Students","Composite",1914817,45081,2257,55,20.8,21,19.9,15.8
"2017-18","644","DeKalb County","0202","Lithonia High School","All Students","English",1914817,45077,2257,55,20.2,20.4,19.4,14.5
"2017-18","644","DeKalb County","0202","Lithonia High School","All Students","Mathematics",1914817,45080,2258,56,20.5,20.4,19.1,15.5
"2017-18","644","DeKalb County","0202","Lithonia High School","All Students","Reading",1914817,45076,2257,55,21.3,21.7,20.7,16.8
"2017-18","644","DeKalb County","0202","Lithonia High School","All Students","Science",1914817,45077,2257,55,20.7,21,19.8,15.6
"2017-18","644","DeKalb County","0202","Lithonia High School","All Students","Writing Subscore",903603,14029,793,17,6.5,6.9,6.8,6.9
"2017-18","644","DeKalb County","0276","Stone Mountain High School","All Students","Composite",1914817,45081,2257,53,20.8,21,19.9,17.8
"2017-18","644","DeKalb County","0276","Stone Mountain High School","All Students","English",1914817,45077,2257,53,20.2,20.4,19.4,16.8
"2017-18","644","DeKalb County","0276","Stone Mountain High School","All Students","Mathematics",1914817,45080,2258,53,20.5,20.4,19.1,17.5
"2017-18","644","DeKalb County","0276","Stone Mountain High School","All Students","Reading",1914817,45076,2257,53,21.3,21.7,20.7,18.3
"2017-18","644","DeKalb County","0276","Stone Mountain High School","All Students","Science",1914817,45077,2257,53,20.7,21,19.8,18
"2017-18","644","DeKalb County","0276","Stone Mountain High School","All Students","Writing Subscore",903603,14029,793,10,6.5,6.9,6.8,6.2
"2017-18","644","DeKalb County","0407","Dekalb Early College Academy","All Students","Composite",1914817,45081,2257,50,20.8,21,19.9,22.5
"2017-18","644","DeKalb County","0407","Dekalb Early College Academy","All Students","English",1914817,45077,2257,50,20.2,20.4,19.4,22.5
"2017-18","644","DeKalb County","0407","Dekalb Early College Academy","All Students","Mathematics",1914817,45080,2258,50,20.5,20.4,19.1,22.6
"2017-18","644","DeKalb County","0407","Dekalb Early College Academy","All Students","Reading",1914817,45076,2257,50,21.3,21.7,20.7,23.1
"2017-18","644","DeKalb County","0407","Dekalb Early College Academy","All Students","Science",1914817,45077,2257,50,20.7,21,19.8,21.3
"2017-18","644","DeKalb County","0407","Dekalb Early College Academy","All Students","Writing Subscore",903603,14029,793,22,6.5,6.9,6.8,7.3
"2017-18","644","DeKalb County","0410","DeKalb School of the Arts","All Students","Composite",1914817,45081,2257,57,20.8,21,19.9,23.9
"2017-18","644","DeKalb County","0410","DeKalb School of the Arts","All Students","English",1914817,45077,2257,57,20.2,20.4,19.4,24.9
"2017-18","644","DeKalb County","0410","DeKalb School of the Arts","All Students","Mathematics",1914817,45080,2258,57,20.5,20.4,19.1,21.4
"2017-18","644","DeKalb County","0410","DeKalb School of the Arts","All Students","Reading",1914817,45076,2257,57,21.3,21.7,20.7,25.7
"2017-18","644","DeKalb County","0410","DeKalb School of the Arts","All Students","Science",1914817,45077,2257,57,20.7,21,19.8,23.2
"2017-18","644","DeKalb County","0410","DeKalb School of the Arts","All Students","Writing Subscore",903603,14029,793,22,6.5,6.9,6.8,7.9
"2017-18","644","DeKalb County","0497","Stephenson High School","All Students","Composite",1914817,45081,2257,120,20.8,21,19.9,18.2
"2017-18","644","DeKalb County","0497","Stephenson High School","All Students","English",1914817,45077,2257,120,20.2,20.4,19.4,17.3
"2017-18","644","DeKalb County","0497","Stephenson High School","All Students","Mathematics",1914817,45080,2258,120,20.5,20.4,19.1,17.8
"2017-18","644","DeKalb County","0497","Stephenson High School","All Students","Reading",1914817,45076,2257,120,21.3,21.7,20.7,18.6
"2017-18","644","DeKalb County","0497","Stephenson High School","All Students","Science",1914817,45077,2257,120,20.7,21,19.8,18.4
"2017-18","644","DeKalb County","0497","Stephenson High School","All Students","Writing Subscore",903603,14029,793,37,6.5,6.9,6.8,6.4
"2017-18","644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","All Students","Composite",1914817,45081,2257,248,20.8,21,19.9,19.5
"2017-18","644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","All Students","English",1914817,45077,2257,248,20.2,20.4,19.4,19.2
"2017-18","644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","All Students","Mathematics",1914817,45080,2258,248,20.5,20.4,19.1,18.4
"2017-18","644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","All Students","Reading",1914817,45076,2257,248,21.3,21.7,20.7,20.5
"2017-18","644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","All Students","Science",1914817,45077,2257,248,20.7,21,19.8,19.4
"2017-18","644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","All Students","Writing Subscore",903603,14029,793,66,6.5,6.9,6.8,6.7
"2017-18","644","DeKalb County","0810","Elizabeth Andrews High School","All Students","Composite",1914817,45081,2257,11,20.8,21,19.9,15.6
"2017-18","644","DeKalb County","0810","Elizabeth Andrews High School","All Students","English",1914817,45077,2257,11,20.2,20.4,19.4,14.5
"2017-18","644","DeKalb County","0810","Elizabeth Andrews High School","All Students","Mathematics",1914817,45080,2258,11,20.5,20.4,19.1,14.9
"2017-18","644","DeKalb County","0810","Elizabeth Andrews High School","All Students","Reading",1914817,45076,2257,11,21.3,21.7,20.7,16.9
"2017-18","644","DeKalb County","0810","Elizabeth Andrews High School","All Students","Science",1914817,45077,2257,11,20.7,21,19.8,16
"2017-18","644","DeKalb County","0810","Elizabeth Andrews High School","All Students","Writing Subscore",903603,14029,793,4,6.5,6.9,6.8,
"2017-18","644","DeKalb County","1070","Tucker High School","All Students","Composite",1914817,45081,2257,155,20.8,21,19.9,18.8
"2017-18","644","DeKalb County","1070","Tucker High School","All Students","English",1914817,45077,2257,155,20.2,20.4,19.4,17.7
"2017-18","644","DeKalb County","1070","Tucker High School","All Students","Mathematics",1914817,45080,2258,155,20.5,20.4,19.1,18.1
"2017-18","644","DeKalb County","1070","Tucker High School","All Students","Reading",1914817,45076,2257,155,21.3,21.7,20.7,19.7
"2017-18","644","DeKalb County","1070","Tucker High School","All Students","Science",1914817,45077,2257,155,20.7,21,19.8,19.3
"2017-18","644","DeKalb County","1070","Tucker High School","All Students","Writing Subscore",903603,14029,793,43,6.5,6.9,6.8,6.5
"2017-18","644","DeKalb County","2054","Columbia High School","All Students","Composite",1914817,45081,2257,77,20.8,21,19.9,16.5
"2017-18","644","DeKalb County","2054","Columbia High School","All Students","English",1914817,45077,2257,77,20.2,20.4,19.4,15.3
"2017-18","644","DeKalb County","2054","Columbia High School","All Students","Mathematics",1914817,45080,2258,77,20.5,20.4,19.1,16
"2017-18","644","DeKalb County","2054","Columbia High School","All Students","Reading",1914817,45076,2257,77,21.3,21.7,20.7,17
"2017-18","644","DeKalb County","2054","Columbia High School","All Students","Science",1914817,45077,2257,77,20.7,21,19.8,16.9
"2017-18","644","DeKalb County","2054","Columbia High School","All Students","Writing Subscore",903603,14029,793,26,6.5,6.9,6.8,6.4
"2017-18","644","DeKalb County","2055","Druid Hills High School","All Students","Composite",1914817,45081,2257,108,20.8,21,19.9,20.8
"2017-18","644","DeKalb County","2055","Druid Hills High School","All Students","English",1914817,45077,2257,108,20.2,20.4,19.4,20.2
"2017-18","644","DeKalb County","2055","Druid Hills High School","All Students","Mathematics",1914817,45080,2258,108,20.5,20.4,19.1,19.8
"2017-18","644","DeKalb County","2055","Druid Hills High School","All Students","Reading",1914817,45076,2257,108,21.3,21.7,20.7,21.7
"2017-18","644","DeKalb County","2055","Druid Hills High School","All Students","Science",1914817,45077,2257,108,20.7,21,19.8,21.3
"2017-18","644","DeKalb County","2055","Druid Hills High School","All Students","Writing Subscore",903603,14029,793,38,6.5,6.9,6.8,7.4
"2017-18","644","DeKalb County","3060","Lakeside High School","All Students","Composite",1914817,45081,2257,224,20.8,21,19.9,23.5
"2017-18","644","DeKalb County","3060","Lakeside High School","All Students","English",1914817,45077,2257,224,20.2,20.4,19.4,23.9
"2017-18","644","DeKalb County","3060","Lakeside High School","All Students","Mathematics",1914817,45080,2258,224,20.5,20.4,19.1,22.4
"2017-18","644","DeKalb County","3060","Lakeside High School","All Students","Reading",1914817,45076,2257,224,21.3,21.7,20.7,24.4
"2017-18","644","DeKalb County","3060","Lakeside High School","All Students","Science",1914817,45077,2257,224,20.7,21,19.8,22.6
"2017-18","644","DeKalb County","3060","Lakeside High School","All Students","Writing Subscore",903603,14029,793,94,6.5,6.9,6.8,7.1
"2017-18","644","DeKalb County","3070","McNair High School","All Students","Composite",1914817,45081,2257,41,20.8,21,19.9,17.2
"2017-18","644","DeKalb County","3070","McNair High School","All Students","English",1914817,45077,2257,41,20.2,20.4,19.4,16.3
"2017-18","644","DeKalb County","3070","McNair High School","All Students","Mathematics",1914817,45080,2258,41,20.5,20.4,19.1,16.7
"2017-18","644","DeKalb County","3070","McNair High School","All Students","Reading",1914817,45076,2257,41,21.3,21.7,20.7,18
"2017-18","644","DeKalb County","3070","McNair High School","All Students","Science",1914817,45077,2257,41,20.7,21,19.8,17.2
"2017-18","644","DeKalb County","3070","McNair High School","All Students","Writing Subscore",903603,14029,793,17,6.5,6.9,6.8,6.1
"2017-18","644","DeKalb County","4053","Clarkston High School","All Students","Composite",1914817,45081,2257,70,20.8,21,19.9,16.4
"2017-18","644","DeKalb County","4053","Clarkston High School","All Students","English",1914817,45077,2257,70,20.2,20.4,19.4,14.5
"2017-18","644","DeKalb County","4053","Clarkston High School","All Students","Mathematics",1914817,45080,2258,70,20.5,20.4,19.1,17.1
"2017-18","644","DeKalb County","4053","Clarkston High School","All Students","Reading",1914817,45076,2257,70,21.3,21.7,20.7,16.9
"2017-18","644","DeKalb County","4053","Clarkston High School","All Students","Science",1914817,45077,2257,70,20.7,21,19.8,16.9
"2017-18","644","DeKalb County","4053","Clarkston High School","All Students","Writing Subscore",903603,14029,793,32,6.5,6.9,6.8,5.7
"2017-18","644","DeKalb County","4054","Cross Keys High School","All Students","Composite",1914817,45081,2257,27,20.8,21,19.9,19.1
"2017-18","644","DeKalb County","4054","Cross Keys High School","All Students","English",1914817,45077,2257,27,20.2,20.4,19.4,18.1
"2017-18","644","DeKalb County","4054","Cross Keys High School","All Students","Mathematics",1914817,45080,2258,27,20.5,20.4,19.1,17.8
"2017-18","644","DeKalb County","4054","Cross Keys High School","All Students","Reading",1914817,45076,2257,27,21.3,21.7,20.7,20
"2017-18","644","DeKalb County","4054","Cross Keys High School","All Students","Science",1914817,45077,2257,27,20.7,21,19.8,20.1
"2017-18","644","DeKalb County","4054","Cross Keys High School","All Students","Writing Subscore",903603,14029,793,16,6.5,6.9,6.8,7.3
"2017-18","644","DeKalb County","4069","Towers High School","All Students","Composite",1914817,45081,2257,64,20.8,21,19.9,15.8
"2017-18","644","DeKalb County","4069","Towers High School","All Students","English",1914817,45077,2257,64,20.2,20.4,19.4,14.7
"2017-18","644","DeKalb County","4069","Towers High School","All Students","Mathematics",1914817,45080,2258,64,20.5,20.4,19.1,15.9
"2017-18","644","DeKalb County","4069","Towers High School","All Students","Reading",1914817,45076,2257,64,21.3,21.7,20.7,16.4
"2017-18","644","DeKalb County","4069","Towers High School","All Students","Science",1914817,45077,2257,64,20.7,21,19.8,15.8
"2017-18","644","DeKalb County","4069","Towers High School","All Students","Writing Subscore",903603,14029,793,32,6.5,6.9,6.8,6.1
"2017-18","644","DeKalb County","5052","Chamblee Charter High School","All Students","Composite",1914817,45081,2257,157,20.8,21,19.9,25.1
"2017-18","644","DeKalb County","5052","Chamblee Charter High School","All Students","English",1914817,45077,2257,157,20.2,20.4,19.4,25
"2017-18","644","DeKalb County","5052","Chamblee Charter High School","All Students","Mathematics",1914817,45080,2258,157,20.5,20.4,19.1,24.5
"2017-18","644","DeKalb County","5052","Chamblee Charter High School","All Students","Reading",1914817,45076,2257,157,21.3,21.7,20.7,25.9
"2017-18","644","DeKalb County","5052","Chamblee Charter High School","All Students","Science",1914817,45077,2257,157,20.7,21,19.8,24.3
"2017-18","644","DeKalb County","5052","Chamblee Charter High School","All Students","Writing Subscore",903603,14029,793,77,6.5,6.9,6.8,7.6
"2017-18","644","DeKalb County","5055","Dunwoody High School","All Students","Composite",1914817,45081,2257,246,20.8,21,19.9,24.3
"2017-18","644","DeKalb County","5055","Dunwoody High School","All Students","English",1914817,45077,2257,246,20.2,20.4,19.4,25
"2017-18","644","DeKalb County","5055","Dunwoody High School","All Students","Mathematics",1914817,45080,2258,246,20.5,20.4,19.1,22.5
"2017-18","644","DeKalb County","5055","Dunwoody High School","All Students","Reading",1914817,45076,2257,246,21.3,21.7,20.7,25.8
"2017-18","644","DeKalb County","5055","Dunwoody High School","All Students","Science",1914817,45077,2257,246,20.7,21,19.8,23.6
"2017-18","644","DeKalb County","5055","Dunwoody High School","All Students","Writing Subscore",903603,14029,793,108,6.5,6.9,6.8,7.4
"2017-18","644","DeKalb County","5067","Southwest DeKalb High School","All Students","Composite",1914817,45081,2257,135,20.8,21,19.9,17.4
"2017-18","644","DeKalb County","5067","Southwest DeKalb High School","All Students","English",1914817,45077,2257,135,20.2,20.4,19.4,16.6
"2017-18","644","DeKalb County","5067","Southwest DeKalb High School","All Students","Mathematics",1914817,45080,2258,135,20.5,20.4,19.1,17
"2017-18","644","DeKalb County","5067","Southwest DeKalb High School","All Students","Reading",1914817,45076,2257,135,21.3,21.7,20.7,18.3
"2017-18","644","DeKalb County","5067","Southwest DeKalb High School","All Students","Science",1914817,45077,2257,135,20.7,21,19.8,17.4
"2017-18","644","DeKalb County","5067","Southwest DeKalb High School","All Students","Writing Subscore",903603,14029,793,38,6.5,6.9,6.8,6.2
"2017-18","645","Dodge County","0103","Dodge County High School","All Students","Composite",1914817,45081,33,33,20.8,21,21.4,21.4
"2017-18","645","Dodge County","0103","Dodge County High School","All Students","English",1914817,45077,33,33,20.2,20.4,20.8,20.8
"2017-18","645","Dodge County","0103","Dodge County High School","All Students","Mathematics",1914817,45080,33,33,20.5,20.4,21.1,21.1
"2017-18","645","Dodge County","0103","Dodge County High School","All Students","Reading",1914817,45076,33,33,21.3,21.7,22.1,22.1
"2017-18","645","Dodge County","0103","Dodge County High School","All Students","Science",1914817,45077,33,33,20.7,21,21.1,21.1
"2017-18","645","Dodge County","0103","Dodge County High School","All Students","Writing Subscore",903603,14029,3,3,6.5,6.9,,
